country,period,variable,value
TON,2020-01-01,tas,26.61
TON,2020-02-01,tas,27.14
TON,2020-03-01,tas,26.77
TON,2020-04-01,tas,26.38
TON,2020-05-01,tas,25.08
TON,2020-06-01,tas,24.55
TON,2020-07-01,tas,23.87
TON,2020-08-01,tas,23.92
TON,2020-09-01,tas,23.83
TON,2020-10-01,tas,24.65
TON,2020-11-01,tas,25.62
TON,2020-12-01,tas,26.16
TON,2021-01-01,tas,27.0
TON,2021-02-01,tas,27.04
TON,2021-03-01,tas,26.51
TON,2021-04-01,tas,26.03
TON,2021-05-01,tas,25.08
TON,2021-06-01,tas,24.01
TON,2021-07-01,tas,23.97
TON,2021-08-01,tas,22.83
TON,2021-09-01,tas,23.82
TON,2021-10-01,tas,24.38
TON,2021-11-01,tas,25.25
TON,2021-12-01,tas,25.97
TON,2022-01-01,tas,26.67
TON,2022-02-01,tas,27.45
TON,2022-03-01,tas,27.04
TON,2022-04-01,tas,26.32
TON,2022-05-01,tas,24.69
TON,2022-06-01,tas,24.03
TON,2022-07-01,tas,23.48
TON,2022-08-01,tas,22.91
TON,2022-09-01,tas,23.55
TON,2022-10-01,tas,24.11
TON,2022-11-01,tas,25.04
TON,2022-12-01,tas,25.93
TON,2023-01-01,tas,26.67
TON,2023-02-01,tas,26.98
TON,2023-03-01,tas,26.6
TON,2023-04-01,tas,25.99
TON,2023-05-01,tas,25.22
TON,2023-06-01,tas,23.94
TON,2023-07-01,tas,23.41
TON,2023-08-01,tas,23.31
TON,2023-09-01,tas,23.75
TON,2023-10-01,tas,24.13
TON,2023-11-01,tas,25.63
TON,2023-12-01,tas,26.17
TON,2024-01-01,tas,27.16
TON,2024-02-01,tas,27.77
TON,2024-03-01,tas,26.96
TON,2024-04-01,tas,26.5
TON,2024-05-01,tas,25.24
TON,2024-06-01,tas,24.86
TON,2024-07-01,tas,24.3
TON,2024-08-01,tas,23.55
TON,2024-09-01,tas,23.92
TON,2024-10-01,tas,25.11
TON,2024-11-01,tas,25.53
TON,2024-12-01,tas,26.76
TON,2025-01-01,tas,26.63
TON,2025-02-01,tas,27.24
TON,2025-03-01,tas,26.64
TON,2025-04-01,tas,26.77
TON,2025-05-01,tas,25.3
TON,2025-06-01,tas,24.66
TON,2025-07-01,tas,24.18
TON,2025-08-01,tas,23.17
TON,2025-09-01,tas,23.34
TON,2025-10-01,tas,24.99
TON,2025-11-01,tas,25.74
TON,2025-12-01,tas,26.34
VNM,1901-01-01,tas,20.05
VNM,1901-02-01,tas,20.55
VNM,1901-03-01,tas,23.13
VNM,1901-04-01,tas,25.7
VNM,1901-05-01,tas,27.01
VNM,1901-06-01,tas,27.24
VNM,1901-07-01,tas,27.14
VNM,1901-08-01,tas,26.8
VNM,1901-09-01,tas,26.16
VNM,1901-10-01,tas,24.8
VNM,1901-11-01,tas,22.59
VNM,1901-12-01,tas,20.38
VNM,1902-01-01,tas,19.54
VNM,1902-02-01,tas,19.99
VNM,1902-03-01,tas,23.38
VNM,1902-04-01,tas,25.72
VNM,1902-05-01,tas,27.18
VNM,1902-06-01,tas,27.5
VNM,1902-07-01,tas,27.31
VNM,1902-08-01,tas,27.0
VNM,1902-09-01,tas,26.12
VNM,1902-10-01,tas,24.84
VNM,1902-11-01,tas,22.75
VNM,1902-12-01,tas,21.0
VNM,1903-01-01,tas,19.82
VNM,1903-02-01,tas,20.55
VNM,1903-03-01,tas,23.64
VNM,1903-04-01,tas,26.04
VNM,1903-05-01,tas,27.19
VNM,1903-06-01,tas,27.06
VNM,1903-07-01,tas,27.15
VNM,1903-08-01,tas,26.74
VNM,1903-09-01,tas,25.89
VNM,1903-10-01,tas,24.61
VNM,1903-11-01,tas,22.06
VNM,1903-12-01,tas,19.37
VNM,1904-01-01,tas,18.83
VNM,1904-02-01,tas,20.36
VNM,1904-03-01,tas,22.97
VNM,1904-04-01,tas,25.34
VNM,1904-05-01,tas,26.93
VNM,1904-06-01,tas,27.2
VNM,1904-07-01,tas,27.16
VNM,1904-08-01,tas,27.01
VNM,1904-09-01,tas,26.3
VNM,1904-10-01,tas,24.92
VNM,1904-11-01,tas,22.31
VNM,1904-12-01,tas,19.99
VNM,1905-01-01,tas,20.25
VNM,1905-02-01,tas,21.04
VNM,1905-03-01,tas,23.08
VNM,1905-04-01,tas,25.82
VNM,1905-05-01,tas,27.1
VNM,1905-06-01,tas,27.26
VNM,1905-07-01,tas,27.3
VNM,1905-08-01,tas,27.16
VNM,1905-09-01,tas,26.32
VNM,1905-10-01,tas,24.95
VNM,1905-11-01,tas,22.8
VNM,1905-12-01,tas,21.69
VNM,1906-01-01,tas,20.33
VNM,1906-02-01,tas,21.43
VNM,1906-03-01,tas,23.28
VNM,1906-04-01,tas,26.13
VNM,1906-05-01,tas,27.5
VNM,1906-06-01,tas,27.53
VNM,1906-07-01,tas,27.43
VNM,1906-08-01,tas,27.24
VNM,1906-09-01,tas,26.49
VNM,1906-10-01,tas,24.72
VNM,1906-11-01,tas,22.25
VNM,1906-12-01,tas,20.62
VNM,1907-01-01,tas,19.68
VNM,1907-02-01,tas,20.83
VNM,1907-03-01,tas,22.88
VNM,1907-04-01,tas,25.51
VNM,1907-05-01,tas,26.82
VNM,1907-06-01,tas,27.12
VNM,1907-07-01,tas,27.23
VNM,1907-08-01,tas,26.87
VNM,1907-09-01,tas,26.26
VNM,1907-10-01,tas,24.9
VNM,1907-11-01,tas,22.76
VNM,1907-12-01,tas,19.79
VNM,1908-01-01,tas,19.71
VNM,1908-02-01,tas,20.65
VNM,1908-03-01,tas,22.9
VNM,1908-04-01,tas,25.55
VNM,1908-05-01,tas,26.92
VNM,1908-06-01,tas,27.2
VNM,1908-07-01,tas,27.21
VNM,1908-08-01,tas,26.89
VNM,1908-09-01,tas,26.25
VNM,1908-10-01,tas,24.85
VNM,1908-11-01,tas,22.18
VNM,1908-12-01,tas,20.43
VNM,1909-01-01,tas,19.71
VNM,1909-02-01,tas,20.9
VNM,1909-03-01,tas,23.13
VNM,1909-04-01,tas,25.61
VNM,1909-05-01,tas,26.8
VNM,1909-06-01,tas,27.31
VNM,1909-07-01,tas,27.12
VNM,1909-08-01,tas,27.04
VNM,1909-09-01,tas,26.34
VNM,1909-10-01,tas,24.99
VNM,1909-11-01,tas,22.32
VNM,1909-12-01,tas,20.12
VNM,1910-01-01,tas,19.99
VNM,1910-02-01,tas,20.49
VNM,1910-03-01,tas,22.79
VNM,1910-04-01,tas,25.49
VNM,1910-05-01,tas,27.08
VNM,1910-06-01,tas,27.21
VNM,1910-07-01,tas,27.27
VNM,1910-08-01,tas,27.02
VNM,1910-09-01,tas,25.98
VNM,1910-10-01,tas,24.69
VNM,1910-11-01,tas,22.5
VNM,1910-12-01,tas,19.8
VNM,1911-01-01,tas,19.37
VNM,1911-02-01,tas,20.62
VNM,1911-03-01,tas,23.14
VNM,1911-04-01,tas,25.67
VNM,1911-05-01,tas,27.02
VNM,1911-06-01,tas,27.37
VNM,1911-07-01,tas,27.25
VNM,1911-08-01,tas,27.14
VNM,1911-09-01,tas,26.38
VNM,1911-10-01,tas,24.81
VNM,1911-11-01,tas,23.1
VNM,1911-12-01,tas,21.01
VNM,1912-01-01,tas,19.69
VNM,1912-02-01,tas,20.88
VNM,1912-03-01,tas,23.53
VNM,1912-04-01,tas,25.69
VNM,1912-05-01,tas,27.57
VNM,1912-06-01,tas,27.48
VNM,1912-07-01,tas,27.12
VNM,1912-08-01,tas,26.75
VNM,1912-09-01,tas,26.03
VNM,1912-10-01,tas,24.66
VNM,1912-11-01,tas,22.1
VNM,1912-12-01,tas,20.27
VNM,1913-01-01,tas,19.39
VNM,1913-02-01,tas,20.96
VNM,1913-03-01,tas,22.97
VNM,1913-04-01,tas,25.87
VNM,1913-05-01,tas,26.63
VNM,1913-06-01,tas,27.09
VNM,1913-07-01,tas,26.95
VNM,1913-08-01,tas,26.75
VNM,1913-09-01,tas,26.15
VNM,1913-10-01,tas,24.69
VNM,1913-11-01,tas,22.32
VNM,1913-12-01,tas,20.2
VNM,1914-01-01,tas,19.54
VNM,1914-02-01,tas,21.14
VNM,1914-03-01,tas,23.34
VNM,1914-04-01,tas,25.86
VNM,1914-05-01,tas,27.44
VNM,1914-06-01,tas,27.21
VNM,1914-07-01,tas,27.1
VNM,1914-08-01,tas,26.77
VNM,1914-09-01,tas,26.13
VNM,1914-10-01,tas,24.71
VNM,1914-11-01,tas,22.59
VNM,1914-12-01,tas,20.73
VNM,1915-01-01,tas,19.63
VNM,1915-02-01,tas,21.32
VNM,1915-03-01,tas,23.24
VNM,1915-04-01,tas,25.88
VNM,1915-05-01,tas,26.83
VNM,1915-06-01,tas,27.26
VNM,1915-07-01,tas,27.13
VNM,1915-08-01,tas,27.08
VNM,1915-09-01,tas,26.1
VNM,1915-10-01,tas,24.85
VNM,1915-11-01,tas,22.29
VNM,1915-12-01,tas,19.76
VNM,1916-01-01,tas,19.2
VNM,1916-02-01,tas,20.71
VNM,1916-03-01,tas,23.09
VNM,1916-04-01,tas,25.66
VNM,1916-05-01,tas,27.15
VNM,1916-06-01,tas,27.11
VNM,1916-07-01,tas,27.23
VNM,1916-08-01,tas,26.94
VNM,1916-09-01,tas,26.19
VNM,1916-10-01,tas,24.56
VNM,1916-11-01,tas,22.16
VNM,1916-12-01,tas,20.07
VNM,1917-01-01,tas,19.26
VNM,1917-02-01,tas,20.58
VNM,1917-03-01,tas,22.55
VNM,1917-04-01,tas,25.54
VNM,1917-05-01,tas,26.95
VNM,1917-06-01,tas,27.02
VNM,1917-07-01,tas,27.06
VNM,1917-08-01,tas,26.74
VNM,1917-09-01,tas,26.13
VNM,1917-10-01,tas,24.59
VNM,1917-11-01,tas,22.45
VNM,1917-12-01,tas,19.85
VNM,1918-01-01,tas,19.35
VNM,1918-02-01,tas,20.27
VNM,1918-03-01,tas,22.88
VNM,1918-04-01,tas,25.22
VNM,1918-05-01,tas,26.68
VNM,1918-06-01,tas,27.08
VNM,1918-07-01,tas,27.37
VNM,1918-08-01,tas,26.83
VNM,1918-09-01,tas,26.39
VNM,1918-10-01,tas,24.95
VNM,1918-11-01,tas,22.81
VNM,1918-12-01,tas,21.12
VNM,1919-01-01,tas,20.04
VNM,1919-02-01,tas,20.83
VNM,1919-03-01,tas,23.78
VNM,1919-04-01,tas,25.83
VNM,1919-05-01,tas,27.11
VNM,1919-06-01,tas,27.29
VNM,1919-07-01,tas,27.14
VNM,1919-08-01,tas,27.09
VNM,1919-09-01,tas,26.03
VNM,1919-10-01,tas,24.62
VNM,1919-11-01,tas,22.52
VNM,1919-12-01,tas,20.53
VNM,1920-01-01,tas,19.26
VNM,1920-02-01,tas,20.64
VNM,1920-03-01,tas,23.17
VNM,1920-04-01,tas,25.47
VNM,1920-05-01,tas,27.08
VNM,1920-06-01,tas,27.26
VNM,1920-07-01,tas,27.27
VNM,1920-08-01,tas,26.92
VNM,1920-09-01,tas,26.33
VNM,1920-10-01,tas,24.59
VNM,1920-11-01,tas,22.94
VNM,1920-12-01,tas,20.7
VNM,1921-01-01,tas,19.56
VNM,1921-02-01,tas,20.53
VNM,1921-03-01,tas,23.13
VNM,1921-04-01,tas,25.95
VNM,1921-05-01,tas,26.92
VNM,1921-06-01,tas,27.39
VNM,1921-07-01,tas,26.97
VNM,1921-08-01,tas,27.08
VNM,1921-09-01,tas,25.89
VNM,1921-10-01,tas,24.47
VNM,1921-11-01,tas,22.3
VNM,1921-12-01,tas,20.73
VNM,1922-01-01,tas,20.12
VNM,1922-02-01,tas,21.81
VNM,1922-03-01,tas,23.01
VNM,1922-04-01,tas,25.8
VNM,1922-05-01,tas,27.74
VNM,1922-06-01,tas,27.33
VNM,1922-07-01,tas,27.28
VNM,1922-08-01,tas,27.07
VNM,1922-09-01,tas,26.33
VNM,1922-10-01,tas,24.75
VNM,1922-11-01,tas,22.21
VNM,1922-12-01,tas,20.22
VNM,1923-01-01,tas,20.12
VNM,1923-02-01,tas,20.46
VNM,1923-03-01,tas,23.85
VNM,1923-04-01,tas,25.58
VNM,1923-05-01,tas,26.77
VNM,1923-06-01,tas,27.01
VNM,1923-07-01,tas,26.95
VNM,1923-08-01,tas,26.68
VNM,1923-09-01,tas,26.43
VNM,1923-10-01,tas,24.95
VNM,1923-11-01,tas,23.39
VNM,1923-12-01,tas,21.02
VNM,1924-01-01,tas,20.48
VNM,1924-02-01,tas,20.95
VNM,1924-03-01,tas,23.14
VNM,1924-04-01,tas,25.52
VNM,1924-05-01,tas,27.6
VNM,1924-06-01,tas,27.21
VNM,1924-07-01,tas,26.9
VNM,1924-08-01,tas,27.0
VNM,1924-09-01,tas,26.6
VNM,1924-10-01,tas,24.6
VNM,1924-11-01,tas,22.88
VNM,1924-12-01,tas,20.48
VNM,1925-01-01,tas,18.94
VNM,1925-02-01,tas,19.69
VNM,1925-03-01,tas,23.22
VNM,1925-04-01,tas,24.35
VNM,1925-05-01,tas,27.08
VNM,1925-06-01,tas,27.38
VNM,1925-07-01,tas,27.43
VNM,1925-08-01,tas,27.28
VNM,1925-09-01,tas,26.41
VNM,1925-10-01,tas,24.42
VNM,1925-11-01,tas,23.14
VNM,1925-12-01,tas,20.23
VNM,1926-01-01,tas,20.35
VNM,1926-02-01,tas,20.89
VNM,1926-03-01,tas,22.99
VNM,1926-04-01,tas,25.86
VNM,1926-05-01,tas,27.52
VNM,1926-06-01,tas,27.18
VNM,1926-07-01,tas,27.32
VNM,1926-08-01,tas,27.08
VNM,1926-09-01,tas,26.79
VNM,1926-10-01,tas,24.51
VNM,1926-11-01,tas,22.83
VNM,1926-12-01,tas,20.89
VNM,1927-01-01,tas,20.08
VNM,1927-02-01,tas,20.58
VNM,1927-03-01,tas,22.81
VNM,1927-04-01,tas,24.97
VNM,1927-05-01,tas,26.8
VNM,1927-06-01,tas,27.56
VNM,1927-07-01,tas,27.39
VNM,1927-08-01,tas,27.15
VNM,1927-09-01,tas,26.21
VNM,1927-10-01,tas,24.76
VNM,1927-11-01,tas,23.03
VNM,1927-12-01,tas,21.44
VNM,1928-01-01,tas,21.09
VNM,1928-02-01,tas,20.54
VNM,1928-03-01,tas,23.8
VNM,1928-04-01,tas,25.85
VNM,1928-05-01,tas,27.19
VNM,1928-06-01,tas,26.97
VNM,1928-07-01,tas,27.44
VNM,1928-08-01,tas,27.05
VNM,1928-09-01,tas,26.48
VNM,1928-10-01,tas,23.91
VNM,1928-11-01,tas,22.2
VNM,1928-12-01,tas,21.42
VNM,1929-01-01,tas,20.59
VNM,1929-02-01,tas,20.94
VNM,1929-03-01,tas,22.91
VNM,1929-04-01,tas,25.14
VNM,1929-05-01,tas,27.53
VNM,1929-06-01,tas,27.62
VNM,1929-07-01,tas,27.13
VNM,1929-08-01,tas,27.05
VNM,1929-09-01,tas,26.35
VNM,1929-10-01,tas,24.91
VNM,1929-11-01,tas,22.23
VNM,1929-12-01,tas,21.39
VNM,1930-01-01,tas,18.64
VNM,1930-02-01,tas,21.05
VNM,1930-03-01,tas,22.38
VNM,1930-04-01,tas,26.19
VNM,1930-05-01,tas,27.23
VNM,1930-06-01,tas,27.56
VNM,1930-07-01,tas,27.45
VNM,1930-08-01,tas,26.98
VNM,1930-09-01,tas,26.22
VNM,1930-10-01,tas,24.66
VNM,1930-11-01,tas,22.9
VNM,1930-12-01,tas,21.11
VNM,1931-01-01,tas,20.45
VNM,1931-02-01,tas,21.24
VNM,1931-03-01,tas,23.76
VNM,1931-04-01,tas,26.74
VNM,1931-05-01,tas,27.67
VNM,1931-06-01,tas,27.9
VNM,1931-07-01,tas,27.31
VNM,1931-08-01,tas,27.2
VNM,1931-09-01,tas,26.11
VNM,1931-10-01,tas,24.09
VNM,1931-11-01,tas,22.52
VNM,1931-12-01,tas,20.86
VNM,1932-01-01,tas,19.51
VNM,1932-02-01,tas,19.99
VNM,1932-03-01,tas,22.65
VNM,1932-04-01,tas,25.89
VNM,1932-05-01,tas,28.07
VNM,1932-06-01,tas,27.75
VNM,1932-07-01,tas,27.13
VNM,1932-08-01,tas,27.35
VNM,1932-09-01,tas,25.96
VNM,1932-10-01,tas,24.45
VNM,1932-11-01,tas,23.11
VNM,1932-12-01,tas,20.14
VNM,1933-01-01,tas,18.85
VNM,1933-02-01,tas,21.44
VNM,1933-03-01,tas,23.21
VNM,1933-04-01,tas,26.23
VNM,1933-05-01,tas,27.46
VNM,1933-06-01,tas,27.73
VNM,1933-07-01,tas,27.27
VNM,1933-08-01,tas,27.41
VNM,1933-09-01,tas,26.61
VNM,1933-10-01,tas,24.79
VNM,1933-11-01,tas,22.29
VNM,1933-12-01,tas,21.18
VNM,1934-01-01,tas,18.67
VNM,1934-02-01,tas,20.69
VNM,1934-03-01,tas,22.94
VNM,1934-04-01,tas,25.27
VNM,1934-05-01,tas,27.58
VNM,1934-06-01,tas,27.54
VNM,1934-07-01,tas,27.17
VNM,1934-08-01,tas,27.17
VNM,1934-09-01,tas,26.69
VNM,1934-10-01,tas,24.18
VNM,1934-11-01,tas,22.57
VNM,1934-12-01,tas,20.52
VNM,1935-01-01,tas,20.16
VNM,1935-02-01,tas,21.49
VNM,1935-03-01,tas,23.96
VNM,1935-04-01,tas,25.88
VNM,1935-05-01,tas,27.3
VNM,1935-06-01,tas,27.58
VNM,1935-07-01,tas,27.27
VNM,1935-08-01,tas,27.16
VNM,1935-09-01,tas,26.07
VNM,1935-10-01,tas,25.47
VNM,1935-11-01,tas,23.38
VNM,1935-12-01,tas,20.42
VNM,1936-01-01,tas,18.92
VNM,1936-02-01,tas,20.82
VNM,1936-03-01,tas,21.89
VNM,1936-04-01,tas,26.0
VNM,1936-05-01,tas,27.1
VNM,1936-06-01,tas,27.46
VNM,1936-07-01,tas,27.27
VNM,1936-08-01,tas,26.92
VNM,1936-09-01,tas,26.09
VNM,1936-10-01,tas,24.07
VNM,1936-11-01,tas,22.95
VNM,1936-12-01,tas,21.31
VNM,1937-01-01,tas,20.11
VNM,1937-02-01,tas,21.31
VNM,1937-03-01,tas,23.98
VNM,1937-04-01,tas,26.2
VNM,1937-05-01,tas,26.86
VNM,1937-06-01,tas,27.19
VNM,1937-07-01,tas,26.99
VNM,1937-08-01,tas,26.74
VNM,1937-09-01,tas,26.19
VNM,1937-10-01,tas,24.86
VNM,1937-11-01,tas,22.8
VNM,1937-12-01,tas,21.2
VNM,1938-01-01,tas,20.07
VNM,1938-02-01,tas,20.76
VNM,1938-03-01,tas,22.6
VNM,1938-04-01,tas,25.53
VNM,1938-05-01,tas,26.66
VNM,1938-06-01,tas,27.07
VNM,1938-07-01,tas,26.59
VNM,1938-08-01,tas,26.89
VNM,1938-09-01,tas,26.19
VNM,1938-10-01,tas,24.8
VNM,1938-11-01,tas,22.1
VNM,1938-12-01,tas,21.03
VNM,1939-01-01,tas,19.96
VNM,1939-02-01,tas,21.23
VNM,1939-03-01,tas,23.45
VNM,1939-04-01,tas,24.85
VNM,1939-05-01,tas,26.89
VNM,1939-06-01,tas,26.99
VNM,1939-07-01,tas,27.09
VNM,1939-08-01,tas,26.82
VNM,1939-09-01,tas,25.95
VNM,1939-10-01,tas,24.86
VNM,1939-11-01,tas,23.3
VNM,1939-12-01,tas,18.65
VNM,1940-01-01,tas,18.73
VNM,1940-02-01,tas,21.15
VNM,1940-03-01,tas,22.92
VNM,1940-04-01,tas,25.61
VNM,1940-05-01,tas,27.08
VNM,1940-06-01,tas,27.44
VNM,1940-07-01,tas,27.36
VNM,1940-08-01,tas,26.77
VNM,1940-09-01,tas,26.69
VNM,1940-10-01,tas,25.43
VNM,1940-11-01,tas,23.07
VNM,1940-12-01,tas,21.66
VNM,1941-01-01,tas,22.07
VNM,1941-02-01,tas,22.03
VNM,1941-03-01,tas,23.8
VNM,1941-04-01,tas,26.12
VNM,1941-05-01,tas,27.31
VNM,1941-06-01,tas,27.48
VNM,1941-07-01,tas,27.67
VNM,1941-08-01,tas,27.04
VNM,1941-09-01,tas,26.3
VNM,1941-10-01,tas,24.9
VNM,1941-11-01,tas,22.91
VNM,1941-12-01,tas,21.59
VNM,1942-01-01,tas,20.17
VNM,1942-02-01,tas,21.26
VNM,1942-03-01,tas,24.07
VNM,1942-04-01,tas,25.77
VNM,1942-05-01,tas,27.05
VNM,1942-06-01,tas,27.44
VNM,1942-07-01,tas,27.18
VNM,1942-08-01,tas,26.74
VNM,1942-09-01,tas,26.33
VNM,1942-10-01,tas,24.96
VNM,1942-11-01,tas,23.21
VNM,1942-12-01,tas,20.67
VNM,1943-01-01,tas,19.44
VNM,1943-02-01,tas,20.59
VNM,1943-03-01,tas,23.59
VNM,1943-04-01,tas,25.38
VNM,1943-05-01,tas,27.36
VNM,1943-06-01,tas,27.3
VNM,1943-07-01,tas,27.17
VNM,1943-08-01,tas,26.77
VNM,1943-09-01,tas,26.29
VNM,1943-10-01,tas,25.0
VNM,1943-11-01,tas,22.71
VNM,1943-12-01,tas,20.59
VNM,1944-01-01,tas,20.48
VNM,1944-02-01,tas,21.22
VNM,1944-03-01,tas,23.57
VNM,1944-04-01,tas,25.91
VNM,1944-05-01,tas,26.52
VNM,1944-06-01,tas,27.08
VNM,1944-07-01,tas,27.23
VNM,1944-08-01,tas,26.72
VNM,1944-09-01,tas,26.39
VNM,1944-10-01,tas,24.65
VNM,1944-11-01,tas,22.84
VNM,1944-12-01,tas,19.15
VNM,1945-01-01,tas,19.69
VNM,1945-02-01,tas,19.93
VNM,1945-03-01,tas,23.03
VNM,1945-04-01,tas,25.73
VNM,1945-05-01,tas,26.58
VNM,1945-06-01,tas,27.57
VNM,1945-07-01,tas,27.45
VNM,1945-08-01,tas,27.0
VNM,1945-09-01,tas,26.6
VNM,1945-10-01,tas,24.29
VNM,1945-11-01,tas,23.53
VNM,1945-12-01,tas,20.74
VNM,1946-01-01,tas,20.07
VNM,1946-02-01,tas,21.33
VNM,1946-03-01,tas,23.95
VNM,1946-04-01,tas,25.95
VNM,1946-05-01,tas,26.92
VNM,1946-06-01,tas,27.75
VNM,1946-07-01,tas,27.27
VNM,1946-08-01,tas,27.16
VNM,1946-09-01,tas,26.56
VNM,1946-10-01,tas,24.69
VNM,1946-11-01,tas,23.17
VNM,1946-12-01,tas,21.79
VNM,1947-01-01,tas,21.74
VNM,1947-02-01,tas,20.93
VNM,1947-03-01,tas,23.2
VNM,1947-04-01,tas,24.89
VNM,1947-05-01,tas,27.57
VNM,1947-06-01,tas,27.25
VNM,1947-07-01,tas,27.13
VNM,1947-08-01,tas,27.09
VNM,1947-09-01,tas,26.49
VNM,1947-10-01,tas,24.44
VNM,1947-11-01,tas,22.48
VNM,1947-12-01,tas,20.55
VNM,1948-01-01,tas,19.75
VNM,1948-02-01,tas,21.63
VNM,1948-03-01,tas,23.58
VNM,1948-04-01,tas,25.37
VNM,1948-05-01,tas,26.63
VNM,1948-06-01,tas,27.35
VNM,1948-07-01,tas,26.87
VNM,1948-08-01,tas,26.99
VNM,1948-09-01,tas,26.46
VNM,1948-10-01,tas,24.71
VNM,1948-11-01,tas,21.42
VNM,1948-12-01,tas,21.64
VNM,1949-01-01,tas,19.16
VNM,1949-02-01,tas,21.2
VNM,1949-03-01,tas,23.69
VNM,1949-04-01,tas,25.33
VNM,1949-05-01,tas,27.14
VNM,1949-06-01,tas,27.52
VNM,1949-07-01,tas,27.2
VNM,1949-08-01,tas,26.95
VNM,1949-09-01,tas,26.64
VNM,1949-10-01,tas,24.94
VNM,1949-11-01,tas,22.8
VNM,1949-12-01,tas,21.31
VNM,1950-01-01,tas,20.61
VNM,1950-02-01,tas,20.5
VNM,1950-03-01,tas,23.58
VNM,1950-04-01,tas,25.31
VNM,1950-05-01,tas,26.91
VNM,1950-06-01,tas,26.87
VNM,1950-07-01,tas,27.1
VNM,1950-08-01,tas,26.9
VNM,1950-09-01,tas,26.14
VNM,1950-10-01,tas,24.76
VNM,1950-11-01,tas,22.75
VNM,1950-12-01,tas,19.42
VNM,1951-01-01,tas,19.27
VNM,1951-02-01,tas,20.92
VNM,1951-03-01,tas,22.42
VNM,1951-04-01,tas,25.46
VNM,1951-05-01,tas,26.83
VNM,1951-06-01,tas,26.62
VNM,1951-07-01,tas,26.93
VNM,1951-08-01,tas,26.96
VNM,1951-09-01,tas,26.17
VNM,1951-10-01,tas,24.76
VNM,1951-11-01,tas,22.79
VNM,1951-12-01,tas,20.72
VNM,1952-01-01,tas,20.13
VNM,1952-02-01,tas,21.6
VNM,1952-03-01,tas,23.4
VNM,1952-04-01,tas,25.71
VNM,1952-05-01,tas,27.67
VNM,1952-06-01,tas,27.3
VNM,1952-07-01,tas,27.11
VNM,1952-08-01,tas,26.52
VNM,1952-09-01,tas,26.03
VNM,1952-10-01,tas,24.57
VNM,1952-11-01,tas,23.1
VNM,1952-12-01,tas,19.2
VNM,1953-01-01,tas,20.0
VNM,1953-02-01,tas,20.85
VNM,1953-03-01,tas,23.33
VNM,1953-04-01,tas,24.92
VNM,1953-05-01,tas,26.68
VNM,1953-06-01,tas,27.1
VNM,1953-07-01,tas,27.29
VNM,1953-08-01,tas,27.22
VNM,1953-09-01,tas,25.84
VNM,1953-10-01,tas,25.38
VNM,1953-11-01,tas,22.84
VNM,1953-12-01,tas,20.64
VNM,1954-01-01,tas,21.0
VNM,1954-02-01,tas,21.11
VNM,1954-03-01,tas,21.96
VNM,1954-04-01,tas,25.96
VNM,1954-05-01,tas,26.99
VNM,1954-06-01,tas,27.3
VNM,1954-07-01,tas,27.47
VNM,1954-08-01,tas,26.81
VNM,1954-09-01,tas,25.96
VNM,1954-10-01,tas,24.29
VNM,1954-11-01,tas,22.53
VNM,1954-12-01,tas,19.39
VNM,1955-01-01,tas,18.01
VNM,1955-02-01,tas,21.44
VNM,1955-03-01,tas,23.48
VNM,1955-04-01,tas,25.09
VNM,1955-05-01,tas,27.18
VNM,1955-06-01,tas,26.71
VNM,1955-07-01,tas,26.94
VNM,1955-08-01,tas,26.57
VNM,1955-09-01,tas,26.52
VNM,1955-10-01,tas,24.44
VNM,1955-11-01,tas,21.31
VNM,1955-12-01,tas,20.0
VNM,1956-01-01,tas,18.26
VNM,1956-02-01,tas,21.23
VNM,1956-03-01,tas,23.34
VNM,1956-04-01,tas,25.73
VNM,1956-05-01,tas,26.33
VNM,1956-06-01,tas,27.03
VNM,1956-07-01,tas,26.95
VNM,1956-08-01,tas,26.53
VNM,1956-09-01,tas,26.08
VNM,1956-10-01,tas,24.44
VNM,1956-11-01,tas,21.41
VNM,1956-12-01,tas,19.76
VNM,1957-01-01,tas,20.05
VNM,1957-02-01,tas,19.42
VNM,1957-03-01,tas,22.58
VNM,1957-04-01,tas,25.64
VNM,1957-05-01,tas,27.43
VNM,1957-06-01,tas,26.96
VNM,1957-07-01,tas,27.15
VNM,1957-08-01,tas,26.96
VNM,1957-09-01,tas,26.07
VNM,1957-10-01,tas,24.17
VNM,1957-11-01,tas,23.11
VNM,1957-12-01,tas,21.41
VNM,1958-01-01,tas,19.84
VNM,1958-02-01,tas,19.97
VNM,1958-03-01,tas,24.35
VNM,1958-04-01,tas,26.69
VNM,1958-05-01,tas,28.07
VNM,1958-06-01,tas,27.43
VNM,1958-07-01,tas,27.13
VNM,1958-08-01,tas,26.66
VNM,1958-09-01,tas,26.09
VNM,1958-10-01,tas,24.24
VNM,1958-11-01,tas,21.81
VNM,1958-12-01,tas,20.25
VNM,1959-01-01,tas,19.27
VNM,1959-02-01,tas,21.3
VNM,1959-03-01,tas,22.49
VNM,1959-04-01,tas,26.1
VNM,1959-05-01,tas,26.88
VNM,1959-06-01,tas,27.66
VNM,1959-07-01,tas,26.95
VNM,1959-08-01,tas,26.85
VNM,1959-09-01,tas,25.87
VNM,1959-10-01,tas,24.61
VNM,1959-11-01,tas,23.06
VNM,1959-12-01,tas,21.63
VNM,1960-01-01,tas,20.06
