year,series,country,crop,model,actual,prediction,lower90,upper90,phase,evaluation,error,covered90,interval_score90
2000,SLB:palm,SLB,palm,historical_mean,0.0025031302181184,-0.0017109345600393572,-0.2573424492131627,0.24692145737517196,La Nina,revised_data_conditional_hindcast,0.004214064778157757,True,0.5042639065883346
2000,SLB:rice,SLB,rice,historical_mean,0.0326903582737316,0.006200908673084502,-0.24943060598003883,0.2548333006082958,La Nina,revised_data_conditional_hindcast,0.0264894496006471,True,0.5042639065883346
2000,THA:coconut,THA,coconut,historical_mean,0.3016943036308039,-0.0035923012848153827,-0.2592238159379387,0.24504009065039592,La Nina,revised_data_conditional_hindcast,0.30528660491561926,False,1.6373481661964941
2000,THA:coffee,THA,coffee,historical_mean,0.3535319593110437,0.08642654253911854,-0.16920497211400481,0.33505893447432983,La Nina,revised_data_conditional_hindcast,0.2671054167719252,False,0.873724403322612
2000,THA:maize,THA,maize,historical_mean,0.032908648698585,0.01242792557138799,-0.24320358908173534,0.2610603175065993,La Nina,revised_data_conditional_hindcast,0.02048072312719701,True,0.5042639065883346
2000,THA:palm,THA,palm,historical_mean,-0.0874038422253873,0.02627461130188068,-0.22935690335124265,0.274907003237092,La Nina,revised_data_conditional_hindcast,-0.11367845352726798,True,0.5042639065883346
2000,THA:rice,THA,rice,historical_mean,0.0720317493420091,0.009309221898893088,-0.24632229275423026,0.2579416138341044,La Nina,revised_data_conditional_hindcast,0.062722527443116,True,0.5042639065883346
2000,THA:sugar,THA,sugar,historical_mean,0.0755683343931172,0.015879487117504608,-0.23975202753561872,0.2645118790527159,La Nina,revised_data_conditional_hindcast,0.0596888472756126,True,0.5042639065883346
2000,TON:coconut,TON,coconut,historical_mean,3.467165938908501e-05,-0.01019071268396379,-0.2658222273370871,0.2384416792512475,La Nina,revised_data_conditional_hindcast,0.010225384343352874,True,0.5042639065883346
2000,VNM:coconut,VNM,coconut,historical_mean,-0.0663441713538701,0.01620811817516533,-0.23942339647795802,0.2648405101103766,La Nina,revised_data_conditional_hindcast,-0.08255228952903543,True,0.5042639065883346
2000,VNM:coffee,VNM,coffee,historical_mean,-0.1976136263169553,0.07668011284891604,-0.1789514018042073,0.3253125047841273,La Nina,revised_data_conditional_hindcast,-0.27429373916587135,False,0.877508396843295
2000,VNM:maize,VNM,maize,historical_mean,0.0806856157523554,0.02088649070641065,-0.23474502394671268,0.26951888264162194,La Nina,revised_data_conditional_hindcast,0.059799125045944757,True,0.5042639065883346
2000,VNM:rice,VNM,rice,historical_mean,0.0338789741026261,0.0189999339087871,-0.23663158074433624,0.26763232584399843,La Nina,revised_data_conditional_hindcast,0.014879040193839,True,0.5042639065883346
2000,VNM:sugar,VNM,sugar,historical_mean,-0.0361634654070432,0.00982392797833571,-0.24580758667478764,0.258456319913547,La Nina,revised_data_conditional_hindcast,-0.04598739338537891,True,0.5042639065883346
2000,VUT:cocoa,VUT,cocoa,historical_mean,-0.0697948604624899,0.004163433745663959,-0.25146808090745937,0.2527958256808753,La Nina,revised_data_conditional_hindcast,-0.07395829420815385,True,0.5042639065883346
2000,VUT:coconut,VUT,coconut,historical_mean,-0.1213608570042674,0.011953868450897197,-0.24367764620222615,0.2605862603861085,La Nina,revised_data_conditional_hindcast,-0.1333147254551646,True,0.5042639065883346
2000,VUT:coffee,VUT,coffee,historical_mean,0.0069127268249596,0.011651865298660509,-0.24397964935446284,0.26028425723387183,La Nina,revised_data_conditional_hindcast,-0.004739138473700909,True,0.5042639065883346
2000,VUT:maize,VUT,maize,historical_mean,0.0111149024231433,-0.00012218733620744283,-0.2557537019893308,0.24851020459900386,La Nina,revised_data_conditional_hindcast,0.011237089759350742,True,0.5042639065883346
2000,WSM:cocoa,WSM,cocoa,historical_mean,-0.0058168853215647,-0.018671617098289277,-0.27430313175141263,0.22996077483692204,La Nina,revised_data_conditional_hindcast,0.012854731776724578,True,0.5042639065883346
2000,WSM:coconut,WSM,coconut,historical_mean,0.0066666913581892,0.0018751971890277957,-0.25375631746409555,0.2505075891242391,La Nina,revised_data_conditional_hindcast,0.004791494169161405,True,0.5042639065883346
2000,WSM:coffee,WSM,coffee,historical_mean,-0.1766235356793168,-0.03066841387669012,-0.28629992852981345,0.2179639780585212,La Nina,revised_data_conditional_hindcast,-0.14595512180262668,True,0.5042639065883346
2000,WSM:sugar,WSM,sugar,historical_mean,0.0,0.0052091873369701225,-0.2504223273161532,0.25384157927218143,La Nina,revised_data_conditional_hindcast,-0.0052091873369701225,True,0.5042639065883346
2000,AUS:maize,AUS,maize,economic_only,-0.0368413637931543,0.00997558618891205,-0.2342508061094721,0.24826434060043248,La Nina,revised_data_conditional_hindcast,-0.046816949982066355,True,0.4825151467099046
2000,AUS:rice,AUS,rice,economic_only,-0.1039108516810571,0.012419518927727883,-0.23180687337065628,0.2507082733392483,La Nina,revised_data_conditional_hindcast,-0.11633037060878498,True,0.4825151467099046
2000,AUS:sugar,AUS,sugar,economic_only,-0.0514202543683053,0.012888563825196705,-0.23133782847318746,0.25117731823671713,La Nina,revised_data_conditional_hindcast,-0.06430881819350201,True,0.4825151467099046
2000,FJI:cocoa,FJI,cocoa,economic_only,-0.3176291488197331,0.08535247532152987,-0.1588739169768543,0.3236412297330503,La Nina,revised_data_conditional_hindcast,-0.40298162414126293,False,3.65761978356748
2000,FJI:coffee,FJI,coffee,economic_only,-0.0601539228197469,0.08193310711330734,-0.16229328518507682,0.3202218615248278,La Nina,revised_data_conditional_hindcast,-0.14208702993305425,True,0.4825151467099046
2000,FJI:maize,FJI,maize,economic_only,-0.0039045226811594,0.10495825637257358,-0.13926813592581058,0.34324701078409403,La Nina,revised_data_conditional_hindcast,-0.10886277905373298,True,0.4825151467099046
2000,FJI:rice,FJI,rice,economic_only,-0.1010823313313548,-0.3497891587078215,-0.5940155510062057,-0.11150040429630109,La Nina,revised_data_conditional_hindcast,0.2487068273764667,False,0.6908766060088305
2000,FJI:sugar,FJI,sugar,economic_only,-0.0093248407791044,-0.0839591229253028,-0.328185515223687,0.15432963148621762,La Nina,revised_data_conditional_hindcast,0.07463428214619841,True,0.4825151467099046
2000,IDN:cocoa,IDN,cocoa,economic_only,0.0204862161370844,0.21917196313498286,-0.02505442916340131,0.4574607175465033,La Nina,revised_data_conditional_hindcast,-0.19868574699789845,True,0.4825151467099046
2000,IDN:coconut,IDN,coconut,economic_only,-0.0041544816445493,-0.031331692931054304,-0.2755580852294385,0.2069570614804661,La Nina,revised_data_conditional_hindcast,0.027177211286505003,True,0.4825151467099046
2000,IDN:coffee,IDN,coffee,economic_only,-0.2816189690033367,-0.005597512999776358,-0.2498239052981605,0.23269124141174408,La Nina,revised_data_conditional_hindcast,-0.2760214560035604,False,1.1184164208134288
2000,IDN:maize,IDN,maize,economic_only,0.037562028113059,0.012628544910623114,-0.23159784738776104,0.2509172993221435,La Nina,revised_data_conditional_hindcast,0.024933483202435883,True,0.4825151467099046
2000,IDN:palm,IDN,palm,economic_only,0.0177930503609449,-0.024505498509565037,-0.2687318908079492,0.21378325590195538,La Nina,revised_data_conditional_hindcast,0.04229854887050993,True,0.4825151467099046
2000,IDN:rice,IDN,rice,economic_only,0.0344073725057747,0.009345786251317609,-0.23488060604706656,0.24763454066283802,La Nina,revised_data_conditional_hindcast,0.02506158625445709,True,0.4825151467099046
2000,IDN:sugar,IDN,sugar,economic_only,0.0833118166742687,0.003892758087696721,-0.24033363421068743,0.24218151249921716,La Nina,revised_data_conditional_hindcast,0.07941905858657197,True,0.4825151467099046
2000,MYS:cocoa,MYS,cocoa,economic_only,0.1108929994313033,-0.009872126310244166,-0.2540985186086283,0.22841662810127625,La Nina,revised_data_conditional_hindcast,0.12076512574154746,True,0.4825151467099046
2000,MYS:coconut,MYS,coconut,economic_only,0.0366944949663978,-0.01634064555779116,-0.2605670378561753,0.22194810885372926,La Nina,revised_data_conditional_hindcast,0.053035140524188965,True,0.4825151467099046
2000,MYS:coffee,MYS,coffee,economic_only,0.0809003475102367,0.007767190489619413,-0.23645920180876476,0.24605594490113983,La Nina,revised_data_conditional_hindcast,0.07313315702061729,True,0.4825151467099046
2000,MYS:palm,MYS,palm,economic_only,0.0097603000044808,-0.032989676717913544,-0.2772160690162977,0.2052990776936069,La Nina,revised_data_conditional_hindcast,0.04274997672239435,True,0.4825151467099046
2000,MYS:rice,MYS,rice,economic_only,0.0408041796539135,0.0028193090177916595,-0.24140708328059252,0.24110806342931207,La Nina,revised_data_conditional_hindcast,0.03798487063612184,True,0.4825151467099046
2000,MYS:sugar,MYS,sugar,economic_only,-0.3732445463812697,0.01095375648098108,-0.2332726358174031,0.2492425108925015,La Nina,revised_data_conditional_hindcast,-0.38419830286225076,False,3.2819533579872364
2000,PHL:cocoa,PHL,cocoa,economic_only,0.072324359372013,-0.001256006814481939,-0.2454823991128661,0.2370327475970385,La Nina,revised_data_conditional_hindcast,0.07358036618649494,True,0.4825151467099046
2000,PHL:coconut,PHL,coconut,economic_only,0.1125616019388542,0.01932880932753273,-0.22489758297085144,0.25761756373905315,La Nina,revised_data_conditional_hindcast,0.09323279261132147,True,0.4825151467099046
2000,PHL:coffee,PHL,coffee,economic_only,0.0049461421954832,0.0042832296958017785,-0.2399431626025824,0.2425719841073222,La Nina,revised_data_conditional_hindcast,0.0006629124996814211,True,0.4825151467099046
2000,PHL:maize,PHL,maize,economic_only,0.035036511263541,0.004567737258732673,-0.2396586550396515,0.24285649167025308,La Nina,revised_data_conditional_hindcast,0.030468774004808328,True,0.4825151467099046
2000,PHL:palm,PHL,palm,economic_only,0.1434148646826636,0.015838371365277243,-0.22838802093310692,0.25412712577679764,La Nina,revised_data_conditional_hindcast,0.12757649331738635,True,0.4825151467099046
2000,PHL:rice,PHL,rice,economic_only,0.0403603634765481,-0.0019504413857028176,-0.246176833684087,0.2363383130258176,La Nina,revised_data_conditional_hindcast,0.04231080486225092,True,0.4825151467099046
2000,PHL:sugar,PHL,sugar,economic_only,-0.0622557614606478,-0.020925329020222545,-0.2651517213186067,0.21736342539129788,La Nina,revised_data_conditional_hindcast,-0.04133043244042525,True,0.4825151467099046
2000,PNG:cocoa,PNG,cocoa,economic_only,0.2424469779955852,-0.05194300645154971,-0.29616939874993387,0.18634574795997072,La Nina,revised_data_conditional_hindcast,0.29438998444713493,False,1.6045397474221943
2000,PNG:coconut,PNG,coconut,economic_only,0.0116960397631913,-0.038145696854316354,-0.2823720891527005,0.20014305755720407,La Nina,revised_data_conditional_hindcast,0.049841736617507654,True,0.4825151467099046
2000,PNG:coffee,PNG,coffee,economic_only,0.0624090255480732,0.004276792045831246,-0.2399496002525529,0.24256554645735168,La Nina,revised_data_conditional_hindcast,0.058132233502241955,True,0.4825151467099046
2000,PNG:maize,PNG,maize,economic_only,0.0222361414468816,0.028332744394495166,-0.21589364790388899,0.2666214988060156,La Nina,revised_data_conditional_hindcast,-0.006096602947613567,True,0.4825151467099046
2000,PNG:palm,PNG,palm,economic_only,0.0603234623502224,-0.008037129604457547,-0.25226352190284174,0.23025162480706288,La Nina,revised_data_conditional_hindcast,0.06836059195467994,True,0.4825151467099046
2000,PNG:rice,PNG,rice,economic_only,0.018538120998911,-0.02910279778848169,-0.27332919008686585,0.20918595662303874,La Nina,revised_data_conditional_hindcast,0.04764091878739269,True,0.4825151467099046
2000,PNG:sugar,PNG,sugar,economic_only,0.017781173117561,-0.016493539968112907,-0.2607199322664971,0.22179521444340752,La Nina,revised_data_conditional_hindcast,0.03427471308567391,True,0.4825151467099046
2000,SLB:cocoa,SLB,cocoa,economic_only,-0.1575943198221086,0.014546965751261479,-0.2296794265471227,0.2528357201627819,La Nina,revised_data_conditional_hindcast,-0.17214128557337005,True,0.4825151467099046
2000,SLB:coconut,SLB,coconut,economic_only,-0.0893798436694763,0.031225264431520183,-0.21300112786686398,0.2695140188430406,La Nina,revised_data_conditional_hindcast,-0.12060510810099648,True,0.4825151467099046
2000,SLB:palm,SLB,palm,economic_only,0.0025031302181184,-0.005584874242091857,-0.24981126654047603,0.23270388016942856,La Nina,revised_data_conditional_hindcast,0.008088004460210258,True,0.4825151467099046
2000,SLB:rice,SLB,rice,economic_only,0.0326903582737316,-0.03832170387304925,-0.2825480961714334,0.19996705053847116,La Nina,revised_data_conditional_hindcast,0.07101206214678085,True,0.4825151467099046
2000,THA:coconut,THA,coconut,economic_only,0.3016943036308039,-0.015174379155762873,-0.259400771454147,0.22311437525575756,La Nina,revised_data_conditional_hindcast,0.31686868278656677,False,2.0541137142108314
2000,THA:coffee,THA,coffee,economic_only,0.3535319593110437,0.1648281260654439,-0.07939826623294027,0.4031168804769643,La Nina,revised_data_conditional_hindcast,0.1887038332455998,True,0.4825151467099046
2000,THA:maize,THA,maize,economic_only,0.032908648698585,-0.009774019056387969,-0.25400041135477214,0.22851473535513245,La Nina,revised_data_conditional_hindcast,0.04268266775497297,True,0.4825151467099046
2000,THA:palm,THA,palm,economic_only,-0.0874038422253873,-0.045038767437890155,-0.2892651597362743,0.19324998697363027,La Nina,revised_data_conditional_hindcast,-0.042365074787497146,True,0.4825151467099046
2000,THA:rice,THA,rice,economic_only,0.0720317493420091,0.006681377963354565,-0.23754501433502961,0.24497013237487497,La Nina,revised_data_conditional_hindcast,0.06535037137865453,True,0.4825151467099046
2000,THA:sugar,THA,sugar,economic_only,0.0755683343931172,-0.03504329943278863,-0.2792696917311728,0.20324545497873178,La Nina,revised_data_conditional_hindcast,0.11061163382590583,True,0.4825151467099046
2000,TON:coconut,TON,coconut,economic_only,3.467165938908501e-05,0.01179428662186615,-0.232432105676518,0.2500830410333866,La Nina,revised_data_conditional_hindcast,-0.011759614962477065,True,0.4825151467099046
2000,VNM:coconut,VNM,coconut,economic_only,-0.0663441713538701,-0.02017051976355529,-0.26439691206193944,0.21811823464796512,La Nina,revised_data_conditional_hindcast,-0.04617365159031481,True,0.4825151467099046
2000,VNM:coffee,VNM,coffee,economic_only,-0.1976136263169553,0.047268759861225584,-0.19695763243715858,0.285557514272746,La Nina,revised_data_conditional_hindcast,-0.2448823861781809,False,0.49563502430583917
2000,VNM:maize,VNM,maize,economic_only,0.0806856157523554,0.011245169873841073,-0.23298122242454308,0.2495339242853615,La Nina,revised_data_conditional_hindcast,0.06944044587851433,True,0.4825151467099046
2000,VNM:rice,VNM,rice,economic_only,0.0338789741026261,0.009221925157798747,-0.23500446714058543,0.24751067956931916,La Nina,revised_data_conditional_hindcast,0.024657048944827356,True,0.4825151467099046
2000,VNM:sugar,VNM,sugar,economic_only,-0.0361634654070432,-0.0031956872119176995,-0.24742207951030187,0.2350930671996027,La Nina,revised_data_conditional_hindcast,-0.032967778195125495,True,0.4825151467099046
2000,VUT:cocoa,VUT,cocoa,economic_only,-0.0697948604624899,0.0030696119155677916,-0.24115678038281638,0.2413583663270882,La Nina,revised_data_conditional_hindcast,-0.07286447237805768,True,0.4825151467099046
2000,VUT:coconut,VUT,coconut,economic_only,-0.1213608570042674,0.08209809184179517,-0.162128300456589,0.3203868462533156,La Nina,revised_data_conditional_hindcast,-0.20345894884606258,True,0.4825151467099046
2000,VUT:coffee,VUT,coffee,economic_only,0.0069127268249596,0.030011176166209335,-0.21421521613217484,0.2682999305777298,La Nina,revised_data_conditional_hindcast,-0.023098449341249737,True,0.4825151467099046
2000,VUT:maize,VUT,maize,economic_only,0.0111149024231433,-0.012647315466745752,-0.2568737077651299,0.22564143894477467,La Nina,revised_data_conditional_hindcast,0.023762217889889053,True,0.4825151467099046
2000,WSM:cocoa,WSM,cocoa,economic_only,-0.0058168853215647,-0.023554556380940526,-0.26778094867932467,0.2147341980305799,La Nina,revised_data_conditional_hindcast,0.017737671059375827,True,0.4825151467099046
2000,WSM:coconut,WSM,coconut,economic_only,0.0066666913581892,0.0032241941181898872,-0.24100219818019428,0.2415129485297103,La Nina,revised_data_conditional_hindcast,0.003442497239999313,True,0.4825151467099046
2000,WSM:coffee,WSM,coffee,economic_only,-0.1766235356793168,-0.054765051347145925,-0.2989914436455301,0.1835237030643745,La Nina,revised_data_conditional_hindcast,-0.12185848433217086,True,0.4825151467099046
2000,WSM:sugar,WSM,sugar,economic_only,0.0,0.0014930006780315783,-0.2427333916203526,0.239781755089552,La Nina,revised_data_conditional_hindcast,-0.0014930006780315783,True,0.4825151467099046
2000,AUS:maize,AUS,maize,enso,-0.0368413637931543,0.04935595123130154,-0.18880707432606328,0.28239275720801593,La Nina,revised_data_conditional_hindcast,-0.08619731502445585,True,0.4711998315340792
2000,AUS:rice,AUS,rice,enso,-0.1039108516810571,0.038533092058255496,-0.19962993349910932,0.2715698980349699,La Nina,revised_data_conditional_hindcast,-0.1424439437393126,True,0.4711998315340792
2000,AUS:sugar,AUS,sugar,enso,-0.0514202543683053,0.03653479443709196,-0.20162823112027287,0.2695716004138064,La Nina,revised_data_conditional_hindcast,-0.08795504880539726,True,0.4711998315340793
2000,FJI:cocoa,FJI,cocoa,enso,-0.3176291488197331,0.11675957055894745,-0.12140345499841737,0.34979637653566187,La Nina,revised_data_conditional_hindcast,-0.4343887193786805,False,4.395713707960393
2000,FJI:coffee,FJI,coffee,enso,-0.0601539228197469,0.14714684884377544,-0.09101617671358939,0.3801836548204899,La Nina,revised_data_conditional_hindcast,-0.20730077166352234,True,0.4711998315340793
2000,FJI:maize,FJI,maize,enso,-0.0039045226811594,0.09688509509877997,-0.14127793045858483,0.3299219010754944,La Nina,revised_data_conditional_hindcast,-0.10078961777993937,True,0.47119983153407924
2000,FJI:rice,FJI,rice,enso,-0.1010823313313548,-0.31423091422236904,-0.5523939397797338,-0.08119410824565462,La Nina,revised_data_conditional_hindcast,0.21314858289101424,True,0.4711998315340792
2000,FJI:sugar,FJI,sugar,enso,-0.0093248407791044,-0.0399899775977659,-0.2781530031551307,0.19304682837894852,La Nina,revised_data_conditional_hindcast,0.030665136818661502,True,0.4711998315340792
2000,IDN:cocoa,IDN,cocoa,enso,0.0204862161370844,0.2901951688097949,0.05203214325243008,0.5232319747865093,La Nina,revised_data_conditional_hindcast,-0.2697089526727105,False,1.1021183738409928
2000,IDN:coconut,IDN,coconut,enso,-0.0041544816445493,-0.006713529873536496,-0.2448765554309013,0.22632327610317793,La Nina,revised_data_conditional_hindcast,0.002559048228987196,True,0.47119983153407924
2000,IDN:coffee,IDN,coffee,enso,-0.2816189690033367,0.0013158567015156483,-0.23684716885584917,0.23435266267823007,La Nina,revised_data_conditional_hindcast,-0.28293482570485234,False,1.3666358344838303
2000,IDN:maize,IDN,maize,enso,0.037562028113059,0.03716129906280081,-0.20100172649456402,0.27019810503951525,La Nina,revised_data_conditional_hindcast,0.00040072905025818895,True,0.4711998315340793
2000,IDN:palm,IDN,palm,enso,0.0177930503609449,-0.01520094691013469,-0.25336397246749953,0.21783585906657973,La Nina,revised_data_conditional_hindcast,0.032993997271079586,True,0.4711998315340793
2000,IDN:rice,IDN,rice,enso,0.0344073725057747,0.029789362366413448,-0.20837366319095138,0.2628261683431279,La Nina,revised_data_conditional_hindcast,0.0046180101393612505,True,0.4711998315340793
2000,IDN:sugar,IDN,sugar,enso,0.0833118166742687,0.014534808575393098,-0.22362821698197172,0.24757161455210752,La Nina,revised_data_conditional_hindcast,0.0687770080988756,True,0.47119983153407924
2000,MYS:cocoa,MYS,cocoa,enso,0.1108929994313033,-0.015064435952272866,-0.2532274615096377,0.21797237002444156,La Nina,revised_data_conditional_hindcast,0.12595743538357618,True,0.4711998315340793
2000,MYS:coconut,MYS,coconut,enso,0.0366944949663978,0.011180281429111968,-0.22698274412825287,0.24421708740582637,La Nina,revised_data_conditional_hindcast,0.025514213537285835,True,0.47119983153407924
2000,MYS:coffee,MYS,coffee,enso,0.0809003475102367,0.005138897893767917,-0.2330241276635969,0.23817570387048234,La Nina,revised_data_conditional_hindcast,0.07576144961646877,True,0.47119983153407924
2000,MYS:palm,MYS,palm,enso,0.0097603000044808,-0.00028429003798956243,-0.23844731559535437,0.23275251593872487,La Nina,revised_data_conditional_hindcast,0.010044590042470363,True,0.47119983153407924
2000,MYS:rice,MYS,rice,enso,0.0408041796539135,0.027213770832282977,-0.21094925472508186,0.2602505768089974,La Nina,revised_data_conditional_hindcast,0.013590408821630526,True,0.47119983153407924
