country,crop,year,yield_effect_pct_mean,yield_effect_pct_p05,yield_effect_pct_median,yield_effect_pct_p95,p_yield_loss,anchor_year,anchor_production_t,area_response_estimated,price_response_estimated,production_effect_pct_mean,production_effect_pct_p05,production_effect_pct_median,production_effect_pct_p95,local_usd_price_effect_pct_mean,local_usd_price_effect_pct_p05,local_usd_price_effect_pct_median,local_usd_price_effect_pct_p95,gross_receipts_effect_pct_mean,gross_receipts_effect_pct_p05,gross_receipts_effect_pct_median,gross_receipts_effect_pct_p95,fixed_area_anchor_output_loss_t_mean,fixed_area_anchor_output_loss_t_p05,fixed_area_anchor_output_loss_t_median,fixed_area_anchor_output_loss_t_p95,tonnage_interpretation,scope
THA,coffee,2026,0.16371039844579513,-4.708732838214015,0.11954242545076296,5.077722949867838,0.4793,2024,16623.48,True,True,0.662634874283534,-7.075867669750059,0.3482677200548849,9.369546274381403,-7.230155727038468,-18.057601491747757,-7.490805302685766,3.9723225787703083,-6.585978140517656,-19.55476870539413,-6.887790153066923,7.216790831131964,-27.214365343557066,-844.0942590266902,-19.872111186322492,782.7552616139391,Equivalent at latest observed production; not a forecast of planted area or 2026/27 output,"Crop yield, not fiscal revenue; do not add to macro value-added losses"
THA,maize,2026,-2.226102605396611,-5.838282645227432,-2.212744523258434,1.4461854778444392,0.8673,2024,4558192.0,True,True,-8.416084618492516,-13.621106773039203,-8.314358839325086,-3.5892919611124103,-2.818166191980027,-7.6076858247657455,-2.737130818656527,1.7544037564492132,-10.994561180681538,-17.959369302076045,-10.919671243215717,-4.64432170252021,101470.0308709799,-65919.91075626703,100861.14383960408,266120.1324721451,Equivalent at latest observed production; not a forecast of planted area or 2026/27 output,"Crop yield, not fiscal revenue; do not add to macro value-added losses"
THA,palm,2026,-0.6542392395357081,-5.45964546042952,-0.5689129344442756,3.8927057184714595,0.5899,2024,18606769.0,True,True,1.2506213636886372,-6.360269182003777,0.9525829191419822,9.951473418607748,-1.4824953232247304,-8.699862379053068,-1.7549291212488445,6.2065068253142845,-0.200903790123214,-11.507544356678597,-0.8048781082275664,12.13586887290246,121732.78400776586,-724306.7608857749,105856.31552316781,1015863.6190411069,Equivalent at latest observed production; not a forecast of planted area or 2026/27 output,"Crop yield, not fiscal revenue; do not add to macro value-added losses"
THA,rice,2026,-2.5009303266341405,-5.979358573528934,-2.381829169103435,0.5009386237296789,0.9167,2024,33551336.65,True,True,-3.21295178317273,-7.6954695950078,-3.099386013142186,0.8651977034379695,-0.2497797900507059,-5.126283224739404,0.003729496057631727,4.433254181175026,-3.4677173853907357,-9.470801209616765,-3.3022327213908547,2.07294677560779,839095.553270965,-168071.60405742138,799135.5229537911,2006154.7245153298,Equivalent at latest observed production; not a forecast of planted area or 2026/27 output,"Crop yield, not fiscal revenue; do not add to macro value-added losses"
THA,sugar,2026,-1.5205844148018004,-5.36699328262807,-1.5094953633983423,2.3389726375297126,0.7689,2024,82435400.0,True,True,3.204656237330268,-2.930507632983942,2.8872968301591637,10.51917147435535,-4.745403953729321,-9.282641790128174,-4.832981117999983,0.12276426371348452,-1.690319142743501,-9.628263078452049,-1.7873775735214181,6.4677409462335325,1253499.8446795235,-1928141.4496381695,1244358.5407988774,4424302.38050758,Equivalent at latest observed production; not a forecast of planted area or 2026/27 output,"Crop yield, not fiscal revenue; do not add to macro value-added losses"
TON,coconut,2026,-2.386080665663306,-6.624897473601939,-2.442323131622843,1.8501694597149003,0.8413,2024,69069.62,True,False,-2.2093410208132527,-12.213467768951809,-2.1858196706297752,7.554147640942564,,,,,,,,,1648.0568486671157,-1277.9050151811348,1686.9033061839973,4575.791510406457,Equivalent at latest observed production; not a forecast of planted area or 2026/27 output,"Crop yield, not fiscal revenue; do not add to macro value-added losses"
TON,coffee,2026,0.5293405672204117,-3.747509348317227,0.45579254692431836,5.118830709001626,0.4293,2024,15.18,True,False,0.08973614832352612,-5.284075734521181,0.028728266190500392,5.711385500247547,,,,,,,,,-0.08035389810405849,-0.7770385016264469,-0.06918930862311151,0.5688719190745547,Equivalent at latest observed production; not a forecast of planted area or 2026/27 output,"Crop yield, not fiscal revenue; do not add to macro value-added losses"
VNM,coconut,2026,-2.2653646286070965,-6.34137428344678,-2.3151611222224227,1.9727305818196064,0.8405,2024,2280323.0,True,False,-2.6547473988569674,-7.805424687010272,-2.6358413860720473,2.447497183793459,,,,,,,,,51657.6306599922,-44984.629185266385,52793.15155709602,144603.81630152208,Equivalent at latest observed production; not a forecast of planted area or 2026/27 output,"Crop yield, not fiscal revenue; do not add to macro value-added losses"
VNM,coffee,2026,0.2772562854729685,-4.251526847453671,0.29845868853734103,4.841386203107774,0.4535,2024,2015289.0,True,True,-1.291703734522135,-8.271436080036237,-1.3251060276892463,5.803453296420081,-2.8283254212353715,-10.153777032099036,-2.6054471302947277,3.9252478573494494,-4.0793888261781195,-13.69471884974683,-4.4053749136409595,6.33075305419177,-5587.515422945333,-97567.92359874866,-6014.805119637294,85680.55288878061,Equivalent at latest observed production; not a forecast of planted area or 2026/27 output,"Crop yield, not fiscal revenue; do not add to macro value-added losses"
VNM,maize,2026,-1.6575890034456258,-4.8995202558530835,-1.7370018371542728,1.887181613147336,0.819,2024,4402173.0,True,True,-0.05572342881665976,-4.206571238825516,-0.20020782726086866,4.470453315702443,-6.709537656870537,-11.400466777273175,-6.462443514409333,-2.6612370881792797,-6.757437924713004,-13.204286486942726,-6.507918238464292,-0.9517996079056057,72969.9355606524,-83076.99943493653,76465.82588470937,215685.35783269518,Equivalent at latest observed production; not a forecast of planted area or 2026/27 output,"Crop yield, not fiscal revenue; do not add to macro value-added losses"
