simulation,scenario,country,basis,loss_usd
1223,super_stress,PORTFOLIO,climate_increment,572466659.5277971
1224,super_stress,PORTFOLIO,climate_increment,34824741.85839823
1225,super_stress,PORTFOLIO,climate_increment,431928980.60217196
1226,super_stress,PORTFOLIO,climate_increment,626096364.1981586
1227,super_stress,PORTFOLIO,climate_increment,389891784.909881
1228,super_stress,PORTFOLIO,climate_increment,245287272.30759844
1229,super_stress,PORTFOLIO,climate_increment,241338402.4107595
1230,super_stress,PORTFOLIO,climate_increment,168554761.43453494
1231,super_stress,PORTFOLIO,climate_increment,300466764.5803414
1232,super_stress,PORTFOLIO,climate_increment,535178895.5292777
1233,super_stress,PORTFOLIO,climate_increment,588149796.6366209
1234,super_stress,PORTFOLIO,climate_increment,-92184902.98646532
1235,super_stress,PORTFOLIO,climate_increment,1664089184.6011963
1236,super_stress,PORTFOLIO,climate_increment,354315955.65131986
1237,super_stress,PORTFOLIO,climate_increment,425531479.1791127
1238,super_stress,PORTFOLIO,climate_increment,-58524236.25816075
1239,super_stress,PORTFOLIO,climate_increment,522437470.8579316
1240,super_stress,PORTFOLIO,climate_increment,639831713.0923713
1241,super_stress,PORTFOLIO,climate_increment,233859078.69125453
1242,super_stress,PORTFOLIO,climate_increment,519531859.74071234
1243,super_stress,PORTFOLIO,climate_increment,415594921.37046087
1244,super_stress,PORTFOLIO,climate_increment,768199202.1066178
1245,super_stress,PORTFOLIO,climate_increment,1052062283.1243534
1246,super_stress,PORTFOLIO,climate_increment,429503745.83145666
1247,super_stress,PORTFOLIO,climate_increment,86645097.03446558
1248,super_stress,PORTFOLIO,climate_increment,359946473.97295994
1249,super_stress,PORTFOLIO,climate_increment,411425134.8348515
1250,super_stress,PORTFOLIO,climate_increment,559779053.1178727
1251,super_stress,PORTFOLIO,climate_increment,765023077.250194
1252,super_stress,PORTFOLIO,climate_increment,452583337.32337075
1253,super_stress,PORTFOLIO,climate_increment,358723597.87100506
1254,super_stress,PORTFOLIO,climate_increment,508564941.3520973
1255,super_stress,PORTFOLIO,climate_increment,384378588.93709046
1256,super_stress,PORTFOLIO,climate_increment,61234021.28679111
1257,super_stress,PORTFOLIO,climate_increment,387138850.32714915
1258,super_stress,PORTFOLIO,climate_increment,719701031.1164365
1259,super_stress,PORTFOLIO,climate_increment,690072951.3406959
1260,super_stress,PORTFOLIO,climate_increment,570511086.7982951
1261,super_stress,PORTFOLIO,climate_increment,381676712.02703404
1262,super_stress,PORTFOLIO,climate_increment,406979918.8836639
1263,super_stress,PORTFOLIO,climate_increment,398653715.40720433
1264,super_stress,PORTFOLIO,climate_increment,738484437.4922258
1265,super_stress,PORTFOLIO,climate_increment,878638465.1092342
1266,super_stress,PORTFOLIO,climate_increment,146568244.39821187
1267,super_stress,PORTFOLIO,climate_increment,812345101.6744026
1268,super_stress,PORTFOLIO,climate_increment,870613247.327073
1269,super_stress,PORTFOLIO,climate_increment,637190513.6705536
1270,super_stress,PORTFOLIO,climate_increment,481947448.44995964
1271,super_stress,PORTFOLIO,climate_increment,385313461.40871245
1272,super_stress,PORTFOLIO,climate_increment,342702648.95308167
1273,super_stress,PORTFOLIO,climate_increment,505567287.448946
1274,super_stress,PORTFOLIO,climate_increment,592142935.6476471
1275,super_stress,PORTFOLIO,climate_increment,104015071.34448662
1276,super_stress,PORTFOLIO,climate_increment,1144862849.2753146
1277,super_stress,PORTFOLIO,climate_increment,390672629.95754576
1278,super_stress,PORTFOLIO,climate_increment,956608883.4242426
1279,super_stress,PORTFOLIO,climate_increment,639910684.9421694
1280,super_stress,PORTFOLIO,climate_increment,482019575.27462596
1281,super_stress,PORTFOLIO,climate_increment,169579607.4141373
1282,super_stress,PORTFOLIO,climate_increment,580763844.1439458
1283,super_stress,PORTFOLIO,climate_increment,627526344.5181562
1284,super_stress,PORTFOLIO,climate_increment,306786655.3354566
1285,super_stress,PORTFOLIO,climate_increment,825135582.5701538
1286,super_stress,PORTFOLIO,climate_increment,274008195.0815327
1287,super_stress,PORTFOLIO,climate_increment,813198891.6907765
1288,super_stress,PORTFOLIO,climate_increment,377893332.1947247
1289,super_stress,PORTFOLIO,climate_increment,754809455.2447094
1290,super_stress,PORTFOLIO,climate_increment,1078984868.9030216
1291,super_stress,PORTFOLIO,climate_increment,524727493.21910423
1292,super_stress,PORTFOLIO,climate_increment,431623879.03638023
1293,super_stress,PORTFOLIO,climate_increment,400261966.97736675
1294,super_stress,PORTFOLIO,climate_increment,593387272.7335471
1295,super_stress,PORTFOLIO,climate_increment,199679634.40386394
1296,super_stress,PORTFOLIO,climate_increment,501241098.96793973
1297,super_stress,PORTFOLIO,climate_increment,765276151.511175
1298,super_stress,PORTFOLIO,climate_increment,1360307537.6751418
1299,super_stress,PORTFOLIO,climate_increment,1238592055.745445
1300,super_stress,PORTFOLIO,climate_increment,258275677.67354274
1301,super_stress,PORTFOLIO,climate_increment,523717049.3184569
1302,super_stress,PORTFOLIO,climate_increment,947673158.1057943
1303,super_stress,PORTFOLIO,climate_increment,927816895.7634641
1304,super_stress,PORTFOLIO,climate_increment,897542907.1642392
1305,super_stress,PORTFOLIO,climate_increment,185965512.9499994
1306,super_stress,PORTFOLIO,climate_increment,279819717.32326263
1307,super_stress,PORTFOLIO,climate_increment,723357379.3825307
1308,super_stress,PORTFOLIO,climate_increment,684166677.1901798
1309,super_stress,PORTFOLIO,climate_increment,633669269.6561285
1310,super_stress,PORTFOLIO,climate_increment,317320870.9576987
1311,super_stress,PORTFOLIO,climate_increment,622656194.603335
1312,super_stress,PORTFOLIO,climate_increment,400099673.4886341
1313,super_stress,PORTFOLIO,climate_increment,504779363.383617
1314,super_stress,PORTFOLIO,climate_increment,624857616.3096216
1315,super_stress,PORTFOLIO,climate_increment,463529338.02502054
1316,super_stress,PORTFOLIO,climate_increment,743599675.3301
1317,super_stress,PORTFOLIO,climate_increment,362453003.2039205
1318,super_stress,PORTFOLIO,climate_increment,144976985.8543442
1319,super_stress,PORTFOLIO,climate_increment,152874775.20992315
1320,super_stress,PORTFOLIO,climate_increment,502540738.62597114
1321,super_stress,PORTFOLIO,climate_increment,496436610.77342784
1322,super_stress,PORTFOLIO,climate_increment,28375692.16048191
1323,super_stress,PORTFOLIO,climate_increment,-54893120.871895395
1324,super_stress,PORTFOLIO,climate_increment,479350082.5167705
1325,super_stress,PORTFOLIO,climate_increment,677299595.1320362
1326,super_stress,PORTFOLIO,climate_increment,593271789.2981974
1327,super_stress,PORTFOLIO,climate_increment,1212584348.5100896
1328,super_stress,PORTFOLIO,climate_increment,285709700.89325917
1329,super_stress,PORTFOLIO,climate_increment,476882041.19147354
1330,super_stress,PORTFOLIO,climate_increment,322944245.6569758
1331,super_stress,PORTFOLIO,climate_increment,698201582.3413224
1332,super_stress,PORTFOLIO,climate_increment,601461651.7359799
1333,super_stress,PORTFOLIO,climate_increment,905454409.8792455
1334,super_stress,PORTFOLIO,climate_increment,688092727.5767571
1335,super_stress,PORTFOLIO,climate_increment,290859512.3364755
1336,super_stress,PORTFOLIO,climate_increment,241501591.28069028
1337,super_stress,PORTFOLIO,climate_increment,476441239.5657201
1338,super_stress,PORTFOLIO,climate_increment,398123303.6797518
1339,super_stress,PORTFOLIO,climate_increment,427362313.4848519
1340,super_stress,PORTFOLIO,climate_increment,651978169.3749194
1341,super_stress,PORTFOLIO,climate_increment,827848090.9833717
1342,super_stress,PORTFOLIO,climate_increment,324220262.1355664
1343,super_stress,PORTFOLIO,climate_increment,107820719.528341
1344,super_stress,PORTFOLIO,climate_increment,580333596.737306
1345,super_stress,PORTFOLIO,climate_increment,285743890.7031844
1346,super_stress,PORTFOLIO,climate_increment,1249324813.0570915
1347,super_stress,PORTFOLIO,climate_increment,1007058953.1716137
1348,super_stress,PORTFOLIO,climate_increment,846271636.4322621
1349,super_stress,PORTFOLIO,climate_increment,460094532.16170114
1350,super_stress,PORTFOLIO,climate_increment,257097426.87208307
1351,super_stress,PORTFOLIO,climate_increment,424674758.7822655
1352,super_stress,PORTFOLIO,climate_increment,689248748.8360476
1353,super_stress,PORTFOLIO,climate_increment,745312184.4600148
1354,super_stress,PORTFOLIO,climate_increment,165571042.6546704
1355,super_stress,PORTFOLIO,climate_increment,321223020.7409487
1356,super_stress,PORTFOLIO,climate_increment,873873902.5572972
1357,super_stress,PORTFOLIO,climate_increment,885556391.6930003
1358,super_stress,PORTFOLIO,climate_increment,620840406.2018672
1359,super_stress,PORTFOLIO,climate_increment,230953650.7562081
1360,super_stress,PORTFOLIO,climate_increment,1120466114.1051755
1361,super_stress,PORTFOLIO,climate_increment,110661096.94167534
1362,super_stress,PORTFOLIO,climate_increment,357712386.6936448
1363,super_stress,PORTFOLIO,climate_increment,-93425770.48931254
1364,super_stress,PORTFOLIO,climate_increment,390355251.8206712
1365,super_stress,PORTFOLIO,climate_increment,306522777.19627714
1366,super_stress,PORTFOLIO,climate_increment,523842343.72885406
1367,super_stress,PORTFOLIO,climate_increment,641376680.6338933
1368,super_stress,PORTFOLIO,climate_increment,285078026.3656728
1369,super_stress,PORTFOLIO,climate_increment,337570571.1402864
1370,super_stress,PORTFOLIO,climate_increment,51816907.17689924
1371,super_stress,PORTFOLIO,climate_increment,933213333.524041
1372,super_stress,PORTFOLIO,climate_increment,492503944.1425197
1373,super_stress,PORTFOLIO,climate_increment,391878160.7698272
1374,super_stress,PORTFOLIO,climate_increment,367894336.3788128
1375,super_stress,PORTFOLIO,climate_increment,362958384.1933726
1376,super_stress,PORTFOLIO,climate_increment,13513107.201068966
1377,super_stress,PORTFOLIO,climate_increment,809032373.4922786
1378,super_stress,PORTFOLIO,climate_increment,448553560.0549374
1379,super_stress,PORTFOLIO,climate_increment,557203675.9346111
1380,super_stress,PORTFOLIO,climate_increment,777081496.0895007
1381,super_stress,PORTFOLIO,climate_increment,187634391.6476026
1382,super_stress,PORTFOLIO,climate_increment,396732164.2787521
1383,super_stress,PORTFOLIO,climate_increment,575541324.674486
1384,super_stress,PORTFOLIO,climate_increment,504065268.68356293
1385,super_stress,PORTFOLIO,climate_increment,618512436.4890686
1386,super_stress,PORTFOLIO,climate_increment,137145886.2066481
1387,super_stress,PORTFOLIO,climate_increment,633635211.6428609
1388,super_stress,PORTFOLIO,climate_increment,498188666.8604785
1389,super_stress,PORTFOLIO,climate_increment,71774036.90430334
1390,super_stress,PORTFOLIO,climate_increment,-118846116.47795022
1391,super_stress,PORTFOLIO,climate_increment,472934702.5513257
1392,super_stress,PORTFOLIO,climate_increment,235630614.08547375
1393,super_stress,PORTFOLIO,climate_increment,570100899.6345855
1394,super_stress,PORTFOLIO,climate_increment,938774337.4347863
1395,super_stress,PORTFOLIO,climate_increment,130337658.06102428
1396,super_stress,PORTFOLIO,climate_increment,248144983.11761132
1397,super_stress,PORTFOLIO,climate_increment,546905886.8942782
1398,super_stress,PORTFOLIO,climate_increment,345145193.17724514
1399,super_stress,PORTFOLIO,climate_increment,379856126.84678423
1400,super_stress,PORTFOLIO,climate_increment,528587465.1813399
1401,super_stress,PORTFOLIO,climate_increment,337004759.1607746
1402,super_stress,PORTFOLIO,climate_increment,760285457.3841356
1403,super_stress,PORTFOLIO,climate_increment,354190099.5080063
1404,super_stress,PORTFOLIO,climate_increment,67799103.1159241
1405,super_stress,PORTFOLIO,climate_increment,662393799.1848325
1406,super_stress,PORTFOLIO,climate_increment,794945147.2850927
1407,super_stress,PORTFOLIO,climate_increment,232971061.3589337
1408,super_stress,PORTFOLIO,climate_increment,397083198.4919215
1409,super_stress,PORTFOLIO,climate_increment,292391626.87531203
1410,super_stress,PORTFOLIO,climate_increment,447579136.80365413
1411,super_stress,PORTFOLIO,climate_increment,425462556.6588378
1412,super_stress,PORTFOLIO,climate_increment,568693821.088177
1413,super_stress,PORTFOLIO,climate_increment,1308423785.6184337
1414,super_stress,PORTFOLIO,climate_increment,1269899651.3652802
1415,super_stress,PORTFOLIO,climate_increment,625323387.9463016
1416,super_stress,PORTFOLIO,climate_increment,481857618.74831265
1417,super_stress,PORTFOLIO,climate_increment,998332301.7232698
1418,super_stress,PORTFOLIO,climate_increment,166693486.32717654
1419,super_stress,PORTFOLIO,climate_increment,427093619.4074006
1420,super_stress,PORTFOLIO,climate_increment,-101205405.17097236
1421,super_stress,PORTFOLIO,climate_increment,565966630.197898
1422,super_stress,PORTFOLIO,climate_increment,331118994.8745741
1423,super_stress,PORTFOLIO,climate_increment,799183939.3800739
1424,super_stress,PORTFOLIO,climate_increment,433418875.8112395
1425,super_stress,PORTFOLIO,climate_increment,155944372.38137412
1426,super_stress,PORTFOLIO,climate_increment,976351976.9375467
1427,super_stress,PORTFOLIO,climate_increment,550809961.9342244
1428,super_stress,PORTFOLIO,climate_increment,551272374.9689633
1429,super_stress,PORTFOLIO,climate_increment,327827133.7133006
1430,super_stress,PORTFOLIO,climate_increment,545039900.4287629
1431,super_stress,PORTFOLIO,climate_increment,718051566.4302135
1432,super_stress,PORTFOLIO,climate_increment,633877012.3905088
1433,super_stress,PORTFOLIO,climate_increment,240233172.7059121
1434,super_stress,PORTFOLIO,climate_increment,360100710.54312456
1435,super_stress,PORTFOLIO,climate_increment,188662708.11509505
1436,super_stress,PORTFOLIO,climate_increment,377430018.39663357
1437,super_stress,PORTFOLIO,climate_increment,502778319.6662739
1438,super_stress,PORTFOLIO,climate_increment,584404914.5808475
1439,super_stress,PORTFOLIO,climate_increment,287878960.8941834
1440,super_stress,PORTFOLIO,climate_increment,328055508.30412006
1441,super_stress,PORTFOLIO,climate_increment,886219653.3447249
1442,super_stress,PORTFOLIO,climate_increment,610327792.8362273
1443,super_stress,PORTFOLIO,climate_increment,613506992.3940821
1444,super_stress,PORTFOLIO,climate_increment,455447679.23047596
1445,super_stress,PORTFOLIO,climate_increment,1014535292.6474004
1446,super_stress,PORTFOLIO,climate_increment,744642451.2613723
1447,super_stress,PORTFOLIO,climate_increment,328818288.12265205
1448,super_stress,PORTFOLIO,climate_increment,169831129.50757265
1449,super_stress,PORTFOLIO,climate_increment,769528709.723999
1450,super_stress,PORTFOLIO,climate_increment,213835901.48919195
1451,super_stress,PORTFOLIO,climate_increment,312243275.7869667
1452,super_stress,PORTFOLIO,climate_increment,172970964.55836865
1453,super_stress,PORTFOLIO,climate_increment,368835842.63026136
1454,super_stress,PORTFOLIO,climate_increment,375035720.5976001
1455,super_stress,PORTFOLIO,climate_increment,384273086.5067627
1456,super_stress,PORTFOLIO,climate_increment,727020393.2261796
1457,super_stress,PORTFOLIO,climate_increment,407469545.02373016
1458,super_stress,PORTFOLIO,climate_increment,150412503.12928963
1459,super_stress,PORTFOLIO,climate_increment,423422291.02656084
1460,super_stress,PORTFOLIO,climate_increment,311209758.1713481
1461,super_stress,PORTFOLIO,climate_increment,701478214.445339
1462,super_stress,PORTFOLIO,climate_increment,405358632.60180897
1463,super_stress,PORTFOLIO,climate_increment,752930253.3019313
1464,super_stress,PORTFOLIO,climate_increment,85283080.83477373
1465,super_stress,PORTFOLIO,climate_increment,679000169.0959126
1466,super_stress,PORTFOLIO,climate_increment,618204965.4238681
1467,super_stress,PORTFOLIO,climate_increment,603855934.6918645
1468,super_stress,PORTFOLIO,climate_increment,322843559.832682
1469,super_stress,PORTFOLIO,climate_increment,855027623.01086
1470,super_stress,PORTFOLIO,climate_increment,247893945.06275642
1471,super_stress,PORTFOLIO,climate_increment,552812333.5706259
1472,super_stress,PORTFOLIO,climate_increment,50342905.88179478
1473,super_stress,PORTFOLIO,climate_increment,357220008.9843923
1474,super_stress,PORTFOLIO,climate_increment,854464131.8988066
1475,super_stress,PORTFOLIO,climate_increment,936589023.3091984
1476,super_stress,PORTFOLIO,climate_increment,242176199.50732544
1477,super_stress,PORTFOLIO,climate_increment,922307095.7491144
1478,super_stress,PORTFOLIO,climate_increment,621488325.698376
1479,super_stress,PORTFOLIO,climate_increment,1157378816.808439
1480,super_stress,PORTFOLIO,climate_increment,695085890.882187
1481,super_stress,PORTFOLIO,climate_increment,283002574.51566005
1482,super_stress,PORTFOLIO,climate_increment,759429695.9689288
1483,super_stress,PORTFOLIO,climate_increment,707987498.0675851
1484,super_stress,PORTFOLIO,climate_increment,573062375.5043513
1485,super_stress,PORTFOLIO,climate_increment,951366195.2550095
1486,super_stress,PORTFOLIO,climate_increment,353543470.8839209
1487,super_stress,PORTFOLIO,climate_increment,-166316122.62910116
1488,super_stress,PORTFOLIO,climate_increment,775963128.9662575
1489,super_stress,PORTFOLIO,climate_increment,335036457.6139564
1490,super_stress,PORTFOLIO,climate_increment,734181944.556282
1491,super_stress,PORTFOLIO,climate_increment,438490506.5898973
1492,super_stress,PORTFOLIO,climate_increment,1064523970.6456894
1493,super_stress,PORTFOLIO,climate_increment,987047620.4456726
1494,super_stress,PORTFOLIO,climate_increment,66578602.22109317
1495,super_stress,PORTFOLIO,climate_increment,246239974.7883469
1496,super_stress,PORTFOLIO,climate_increment,657850244.7411395
1497,super_stress,PORTFOLIO,climate_increment,48579563.910470895
1498,super_stress,PORTFOLIO,climate_increment,421111646.94648457
1499,super_stress,PORTFOLIO,climate_increment,584562779.4686319
1500,super_stress,PORTFOLIO,climate_increment,376765055.95661193
1501,super_stress,PORTFOLIO,climate_increment,293844848.459601
1502,super_stress,PORTFOLIO,climate_increment,835762685.7233232
1503,super_stress,PORTFOLIO,climate_increment,665306444.8770332
1504,super_stress,PORTFOLIO,climate_increment,636003492.600781
1505,super_stress,PORTFOLIO,climate_increment,743451034.9583819
1506,super_stress,PORTFOLIO,climate_increment,698459813.1223583
1507,super_stress,PORTFOLIO,climate_increment,228578727.54926208
1508,super_stress,PORTFOLIO,climate_increment,9524606.697430218
1509,super_stress,PORTFOLIO,climate_increment,663888386.7250192
1510,super_stress,PORTFOLIO,climate_increment,370341001.412783
1511,super_stress,PORTFOLIO,climate_increment,401664068.83052903
1512,super_stress,PORTFOLIO,climate_increment,861971615.8797863
1513,super_stress,PORTFOLIO,climate_increment,593375844.061059
1514,super_stress,PORTFOLIO,climate_increment,1044884152.34188
1515,super_stress,PORTFOLIO,climate_increment,917834203.5885823
1516,super_stress,PORTFOLIO,climate_increment,261166748.45934597
1517,super_stress,PORTFOLIO,climate_increment,333586972.8121462
1518,super_stress,PORTFOLIO,climate_increment,330423580.60533136
1519,super_stress,PORTFOLIO,climate_increment,282874080.33349484
1520,super_stress,PORTFOLIO,climate_increment,356225265.8200062
1521,super_stress,PORTFOLIO,climate_increment,451763979.3275665
1522,super_stress,PORTFOLIO,climate_increment,101512523.45796363
1523,super_stress,PORTFOLIO,climate_increment,384750401.5664085
1524,super_stress,PORTFOLIO,climate_increment,413359218.02631754
1525,super_stress,PORTFOLIO,climate_increment,-350002689.4829556
1526,super_stress,PORTFOLIO,climate_increment,490149360.0983883
1527,super_stress,PORTFOLIO,climate_increment,-285999602.97084713
1528,super_stress,PORTFOLIO,climate_increment,64877306.932959795
1529,super_stress,PORTFOLIO,climate_increment,-253643954.48255557
1530,super_stress,PORTFOLIO,climate_increment,-93413637.32021779
1531,super_stress,PORTFOLIO,climate_increment,842345441.8785005
1532,super_stress,PORTFOLIO,climate_increment,593608718.1932411
1533,super_stress,PORTFOLIO,climate_increment,133215744.76905556
1534,super_stress,PORTFOLIO,climate_increment,187496616.07578924
1535,super_stress,PORTFOLIO,climate_increment,310336449.686344
1536,super_stress,PORTFOLIO,climate_increment,366712009.5613271
1537,super_stress,PORTFOLIO,climate_increment,444348051.3710785
1538,super_stress,PORTFOLIO,climate_increment,572462316.4651608
1539,super_stress,PORTFOLIO,climate_increment,465149701.15965503
1540,super_stress,PORTFOLIO,climate_increment,351605087.3153845
1541,super_stress,PORTFOLIO,climate_increment,534301367.35516226
1542,super_stress,PORTFOLIO,climate_increment,297666786.47033554
1543,super_stress,PORTFOLIO,climate_increment,556184756.9264944
1544,super_stress,PORTFOLIO,climate_increment,278932570.10620445
1545,super_stress,PORTFOLIO,climate_increment,490035490.10991216
1546,super_stress,PORTFOLIO,climate_increment,735825885.4722646
1547,super_stress,PORTFOLIO,climate_increment,520030665.8374311
1548,super_stress,PORTFOLIO,climate_increment,392469017.5785226
1549,super_stress,PORTFOLIO,climate_increment,695572498.9521991
1550,super_stress,PORTFOLIO,climate_increment,985682135.6610683
1551,super_stress,PORTFOLIO,climate_increment,783189786.3491687
1552,super_stress,PORTFOLIO,climate_increment,305672920.36824125
1553,super_stress,PORTFOLIO,climate_increment,612348103.1144036
1554,super_stress,PORTFOLIO,climate_increment,225175050.45302013
1555,super_stress,PORTFOLIO,climate_increment,136203570.76776502
1556,super_stress,PORTFOLIO,climate_increment,519681049.61898744
1557,super_stress,PORTFOLIO,climate_increment,803906556.2270191
1558,super_stress,PORTFOLIO,climate_increment,532358632.57142615
1559,super_stress,PORTFOLIO,climate_increment,342204372.96889955
1560,super_stress,PORTFOLIO,climate_increment,575387429.514577
1561,super_stress,PORTFOLIO,climate_increment,877605708.2778627
1562,super_stress,PORTFOLIO,climate_increment,240297005.80235
1563,super_stress,PORTFOLIO,climate_increment,364593206.44665277
1564,super_stress,PORTFOLIO,climate_increment,383091955.99948865
1565,super_stress,PORTFOLIO,climate_increment,447032876.11645293
1566,super_stress,PORTFOLIO,climate_increment,422153193.17788565
1567,super_stress,PORTFOLIO,climate_increment,471476662.64922744
1568,super_stress,PORTFOLIO,climate_increment,1003566286.0603749
1569,super_stress,PORTFOLIO,climate_increment,199317804.05156723
1570,super_stress,PORTFOLIO,climate_increment,277919859.99733156
1571,super_stress,PORTFOLIO,climate_increment,561741077.2404367
1572,super_stress,PORTFOLIO,climate_increment,803464467.3484949
1573,super_stress,PORTFOLIO,climate_increment,459391783.31831425
1574,super_stress,PORTFOLIO,climate_increment,618404225.2179112
1575,super_stress,PORTFOLIO,climate_increment,1142393104.1793046
1576,super_stress,PORTFOLIO,climate_increment,481188357.74198693
1577,super_stress,PORTFOLIO,climate_increment,560095819.9969501
1578,super_stress,PORTFOLIO,climate_increment,178202454.31668213
1579,super_stress,PORTFOLIO,climate_increment,338364414.3909834
1580,super_stress,PORTFOLIO,climate_increment,454684945.703636
1581,super_stress,PORTFOLIO,climate_increment,837754563.051008
1582,super_stress,PORTFOLIO,climate_increment,452092991.7706411
1583,super_stress,PORTFOLIO,climate_increment,308101294.31007254
1584,super_stress,PORTFOLIO,climate_increment,364746452.69626737
1585,super_stress,PORTFOLIO,climate_increment,1287443097.4698184
1586,super_stress,PORTFOLIO,climate_increment,488272971.17738825
1587,super_stress,PORTFOLIO,climate_increment,482218119.59140503
1588,super_stress,PORTFOLIO,climate_increment,763647386.7966851
1589,super_stress,PORTFOLIO,climate_increment,474275832.4531945
1590,super_stress,PORTFOLIO,climate_increment,1016615174.040089
1591,super_stress,PORTFOLIO,climate_increment,405434593.0164944
1592,super_stress,PORTFOLIO,climate_increment,1105498257.9050446
1593,super_stress,PORTFOLIO,climate_increment,1002136089.2621849
1594,super_stress,PORTFOLIO,climate_increment,312045212.80753267
1595,super_stress,PORTFOLIO,climate_increment,683716901.7631642
1596,super_stress,PORTFOLIO,climate_increment,206502358.37093407
1597,super_stress,PORTFOLIO,climate_increment,321897314.5844966
1598,super_stress,PORTFOLIO,climate_increment,815823240.9133514
1599,super_stress,PORTFOLIO,climate_increment,211087394.9988744
1600,super_stress,PORTFOLIO,climate_increment,258131771.71187246
1601,super_stress,PORTFOLIO,climate_increment,521489244.413367
1602,super_stress,PORTFOLIO,climate_increment,473690918.5681527
1603,super_stress,PORTFOLIO,climate_increment,369206503.32527375
1604,super_stress,PORTFOLIO,climate_increment,162245986.48007178
1605,super_stress,PORTFOLIO,climate_increment,608214205.0025548
1606,super_stress,PORTFOLIO,climate_increment,448577230.282395
1607,super_stress,PORTFOLIO,climate_increment,574937492.2211438
1608,super_stress,PORTFOLIO,climate_increment,923624572.3678639
1609,super_stress,PORTFOLIO,climate_increment,424636957.6407329
1610,super_stress,PORTFOLIO,climate_increment,2517433166.805371
1611,super_stress,PORTFOLIO,climate_increment,232202515.81938308
1612,super_stress,PORTFOLIO,climate_increment,296199531.28976446
1613,super_stress,PORTFOLIO,climate_increment,574259142.2757521
1614,super_stress,PORTFOLIO,climate_increment,123475967.8074612
1615,super_stress,PORTFOLIO,climate_increment,1239806975.6103628
1616,super_stress,PORTFOLIO,climate_increment,498875232.8262442
1617,super_stress,PORTFOLIO,climate_increment,369772613.0039407
1618,super_stress,PORTFOLIO,climate_increment,386143216.4316675
1619,super_stress,PORTFOLIO,climate_increment,974805116.2170981
1620,super_stress,PORTFOLIO,climate_increment,603909369.2675288
1621,super_stress,PORTFOLIO,climate_increment,473876753.3719525
1622,super_stress,PORTFOLIO,climate_increment,482853370.3370847
1623,super_stress,PORTFOLIO,climate_increment,577581457.0115844
1624,super_stress,PORTFOLIO,climate_increment,413773962.3797978
1625,super_stress,PORTFOLIO,climate_increment,1113321067.6053307
1626,super_stress,PORTFOLIO,climate_increment,246221121.6946847
1627,super_stress,PORTFOLIO,climate_increment,559122355.3401828
1628,super_stress,PORTFOLIO,climate_increment,43062428.25061948
1629,super_stress,PORTFOLIO,climate_increment,-257044065.28165388
1630,super_stress,PORTFOLIO,climate_increment,576737313.1584759
1631,super_stress,PORTFOLIO,climate_increment,545137197.9541014
1632,super_stress,PORTFOLIO,climate_increment,642026115.0908514
1633,super_stress,PORTFOLIO,climate_increment,155089517.01239705
1634,super_stress,PORTFOLIO,climate_increment,176563626.91110963
1635,super_stress,PORTFOLIO,climate_increment,178157397.713838
1636,super_stress,PORTFOLIO,climate_increment,278709327.3727637
1637,super_stress,PORTFOLIO,climate_increment,277175784.86366004
1638,super_stress,PORTFOLIO,climate_increment,58559473.07393341
1639,super_stress,PORTFOLIO,climate_increment,52184951.227953285
1640,super_stress,PORTFOLIO,climate_increment,160616149.54028463
1641,super_stress,PORTFOLIO,climate_increment,460256062.62434125
1642,super_stress,PORTFOLIO,climate_increment,-27215110.420284215
1643,super_stress,PORTFOLIO,climate_increment,1238651432.3143597
1644,super_stress,PORTFOLIO,climate_increment,73449758.15534672
1645,super_stress,PORTFOLIO,climate_increment,470468024.3668923
1646,super_stress,PORTFOLIO,climate_increment,647403828.2527746
1647,super_stress,PORTFOLIO,climate_increment,408214811.8138293
1648,super_stress,PORTFOLIO,climate_increment,143626642.03082758
1649,super_stress,PORTFOLIO,climate_increment,204360897.94993684
1650,super_stress,PORTFOLIO,climate_increment,131831019.83245197
1651,super_stress,PORTFOLIO,climate_increment,170594547.84230268
1652,super_stress,PORTFOLIO,climate_increment,586314707.8228018
1653,super_stress,PORTFOLIO,climate_increment,531908777.6319543
1654,super_stress,PORTFOLIO,climate_increment,302252478.3613604
1655,super_stress,PORTFOLIO,climate_increment,358381067.7605657
1656,super_stress,PORTFOLIO,climate_increment,-166449425.705481
1657,super_stress,PORTFOLIO,climate_increment,826159367.7212259
1658,super_stress,PORTFOLIO,climate_increment,429985962.6820799
1659,super_stress,PORTFOLIO,climate_increment,69066458.10125855
1660,super_stress,PORTFOLIO,climate_increment,1011438091.7074807
1661,super_stress,PORTFOLIO,climate_increment,335541118.319147
1662,super_stress,PORTFOLIO,climate_increment,852513181.5830119
1663,super_stress,PORTFOLIO,climate_increment,453259614.46046257
1664,super_stress,PORTFOLIO,climate_increment,479933959.35087013
1665,super_stress,PORTFOLIO,climate_increment,312248152.4819385
1666,super_stress,PORTFOLIO,climate_increment,399709806.8079187
1667,super_stress,PORTFOLIO,climate_increment,473603454.5730676
1668,super_stress,PORTFOLIO,climate_increment,1185665184.6448994
1669,super_stress,PORTFOLIO,climate_increment,870363664.0215675
1670,super_stress,PORTFOLIO,climate_increment,255414889.38474613
1671,super_stress,PORTFOLIO,climate_increment,567362680.6929846
1672,super_stress,PORTFOLIO,climate_increment,183845520.8781986
