commodity,year,price,n,growth,warm,cold,extreme,peak,warm_lag1,warm_lag2,phase
"Coffee, Robusta",1961,0.6694358083333333,12,-0.038836407421505514,0.075,0.05000000000000001,0.0,0.3,0.15833333333333335,0.2916666666666667,Neutral/mixed
"Coffee, Robusta",1962,0.6822039333333333,12,0.01889335510355572,0.0,0.14166666666666666,0.0,0.0,0.075,0.15833333333333335,Neutral/mixed
"Coffee, Robusta",1963,0.6235072833333334,12,-0.08996818920756061,0.5583333333333333,0.03333333333333333,0.0,1.1,0.0,0.075,El Nino
"Coffee, Robusta",1964,0.7870679416666667,12,0.23295412821564407,0.14166666666666666,0.425,0.0,1.0,0.5583333333333333,0.0,Neutral/mixed
"Coffee, Robusta",1965,0.678254075,12,-0.14879261500602978,1.05,0.016666666666666666,0.125,2.0,0.14166666666666666,0.5583333333333333,El Nino
"Coffee, Robusta",1966,0.7391369,12,0.08596119449967482,0.45,0.025000000000000005,0.0,1.5,1.05,0.14166666666666666,Neutral/mixed
"Coffee, Robusta",1967,0.7391185333333333,12,-2.4849110990543544e-05,0.03333333333333333,0.11666666666666665,0.0,0.2,0.45,1.05,Neutral/mixed
"Coffee, Robusta",1968,0.7463017750000001,12,0.009671737515839496,0.3499999999999999,0.09999999999999999,0.0,1.0,0.03333333333333333,0.45,Neutral/mixed
"Coffee, Robusta",1969,0.729730775,12,-0.022454377785997348,0.6083333333333333,0.0,0.0,1.1,0.3499999999999999,0.03333333333333333,El Nino
"Coffee, Robusta",1970,0.913555075,12,0.22466799934511222,0.09999999999999999,0.30833333333333335,0.0,0.5,0.6083333333333333,0.3499999999999999,Neutral/mixed
"Coffee, Robusta",1971,0.9315774083333332,12,0.01953562322881669,0.0,0.5166666666666667,0.0,-0.2,0.09999999999999999,0.6083333333333333,La Nina
"Coffee, Robusta",1972,0.996079375,12,0.06694766086176623,1.0166666666666666,0.016666666666666666,0.10833333333333334,2.0,0.0,0.09999999999999999,El Nino
"Coffee, Robusta",1973,1.0998595,12,0.09911077517159345,0.3,0.9083333333333333,0.016666666666666663,1.7,1.0166666666666666,0.0,La Nina
"Coffee, Robusta",1974,1.2935493333333332,12,0.1622074169579067,0.0,0.65,0.0,-0.2,0.3,1.0166666666666666,La Nina
"Coffee, Robusta",1975,1.3458526666666666,12,0.03963790377088078,0.0,0.6666666666666666,0.0,-0.1,0.0,0.3,La Nina
"Coffee, Robusta",1976,2.813397666666667,12,0.7373651218743194,0.4666666666666666,0.16666666666666666,0.0,1.1,0.0,0.0,Neutral/mixed
"Coffee, Robusta",1977,4.932852083333334,12,0.5615244496910257,0.6833333333333332,0.0,0.0,1.1,0.4666666666666666,0.0,El Nino
"Coffee, Robusta",1978,3.2512418333333333,12,-0.41688031074475274,0.20833333333333334,0.13333333333333333,0.0,1.0,0.6833333333333332,0.4666666666666666,Neutral/mixed
"Coffee, Robusta",1979,3.651941666666666,12,0.11622196369915727,0.2916666666666667,0.0,0.0,0.6,0.20833333333333334,0.6833333333333332,Neutral/mixed
"Coffee, Robusta",1980,3.2432166666666666,12,-0.11869335396250946,0.20833333333333334,0.03333333333333333,0.0,0.7,0.2916666666666667,0.20833333333333334,Neutral/mixed
"Coffee, Robusta",1981,2.2402166666666665,12,-0.3699930482800542,0.0,0.18333333333333335,0.0,0.0,0.20833333333333334,0.2916666666666667,Neutral/mixed
"Coffee, Robusta",1982,2.42365,12,0.07870208096321729,1.0583333333333333,0.0,0.18333333333333335,2.4,0.0,0.20833333333333334,El Nino
"Coffee, Robusta",1983,2.7316416666666665,12,0.11962810322093498,0.75,0.31666666666666665,0.15,2.4,1.0583333333333333,0.0,El Nino
"Coffee, Robusta",1984,3.0367833333333336,12,0.10589606962128295,0.0,0.5416666666666666,0.0,-0.2,0.75,1.0583333333333333,La Nina
"Coffee, Robusta",1985,2.648633333333333,12,-0.13675505748847883,0.0,0.4583333333333333,0.0,-0.1,0.0,0.75,Neutral/mixed
"Coffee, Robusta",1986,3.2447583333333334,12,0.2029970901370064,0.44166666666666665,0.08333333333333333,0.0,1.4,0.0,0.0,Neutral/mixed
"Coffee, Robusta",1987,2.2483416666666667,12,-0.3668479663997487,1.1083333333333334,0.0,0.0,1.5,0.44166666666666665,0.0,El Nino
"Coffee, Robusta",1988,2.0791833333333334,12,-0.07821771902449903,0.049999999999999996,1.2,0.0,0.5,1.1083333333333334,0.44166666666666665,La Nina
"Coffee, Robusta",1989,1.6556166666666667,12,-0.22780164072385023,0.008333333333333333,0.6166666666666667,0.0,0.1,0.049999999999999996,1.1083333333333334,La Nina
"Coffee, Robusta",1990,1.181725,12,-0.33719831228481445,0.2833333333333333,0.0,0.0,0.4,0.008333333333333333,0.049999999999999996,Neutral/mixed
"Coffee, Robusta",1991,1.071925,12,-0.0975191378862584,0.9,0.0,0.05833333333333333,2.0,0.2833333333333333,0.008333333333333333,El Nino
"Coffee, Robusta",1992,0.940425,12,-0.13087947575196607,0.975,0.0,0.15833333333333335,2.1,0.9,0.2833333333333333,El Nino
"Coffee, Robusta",1993,1.157375,12,0.20757788802350002,0.6583333333333333,0.0,0.0,1.1,0.975,0.9,El Nino
"Coffee, Robusta",1994,2.619683333333333,12,0.8168989355422025,0.6,0.0,0.0,1.3,0.6583333333333333,0.975,El Nino
"Coffee, Robusta",1995,2.7707083333333333,12,0.0560495581860192,0.24166666666666667,0.4166666666666667,0.0,1.2,0.6,0.6583333333333333,Neutral/mixed
"Coffee, Robusta",1996,1.8059416666666668,12,-0.42802084878275204,0.0,0.3666666666666667,0.0,-0.2,0.24166666666666667,0.6,Neutral/mixed
"Coffee, Robusta",1997,1.7360749999999998,12,-0.03945533666162104,1.2416666666666667,0.016666666666666666,0.26666666666666666,2.3,0.0,0.24166666666666667,El Nino
"Coffee, Robusta",1998,1.8225833333333334,12,0.048628090522492284,0.5,0.6833333333333332,0.07500000000000001,2.1,1.2416666666666667,0.0,El Nino
"Coffee, Robusta",1999,1.4887583333333332,12,-0.2023124693836248,0.0,1.0833333333333333,0.0,-0.8,0.5,1.2416666666666667,La Nina
"Coffee, Robusta",2000,0.9130250000000001,12,-0.48893445571454797,0.0,0.7583333333333333,0.0,-0.3,0.0,0.5,La Nina
"Coffee, Robusta",2001,0.607175,12,-0.4079462098380941,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,Neutral/mixed
"Coffee, Robusta",2002,0.6617833333333333,12,0.08612115869006126,0.5583333333333333,0.016666666666666666,0.0,1.3,0.0,0.0,El Nino
"Coffee, Robusta",2003,0.8144968499999999,12,0.2076323493029599,0.21666666666666667,0.05833333333333333,0.0,0.9,0.5583333333333333,0.0,Neutral/mixed
"Coffee, Robusta",2004,0.7930385576666666,12,-0.02669871764802037,0.425,0.0,0.0,0.7,0.21666666666666667,0.5583333333333333,Neutral/mixed
"Coffee, Robusta",2005,1.1145088973333335,12,0.34029729306185585,0.15,0.1416666666666667,0.0,0.5,0.425,0.21666666666666667,Neutral/mixed
"Coffee, Robusta",2006,1.4893126691666667,12,0.289900860603398,0.3,0.26666666666666666,0.0,0.9,0.15,0.425,Neutral/mixed
"Coffee, Robusta",2007,1.9091825481666669,12,0.2483604475272534,0.06666666666666667,0.6583333333333333,0.0,0.6,0.3,0.15,La Nina
"Coffee, Robusta",2008,2.320913705,12,0.19528578131266028,0.0,0.7999999999999999,0.0,-0.2,0.06666666666666667,0.3,La Nina
"Coffee, Robusta",2009,1.6441615036000001,12,-0.3447304164978708,0.43333333333333335,0.25,0.0,1.5,0.0,0.06666666666666667,Neutral/mixed
"Coffee, Robusta",2010,1.7359361598333332,12,0.054316311263967354,0.27499999999999997,0.8583333333333334,0.0,1.4,0.43333333333333335,0.0,La Nina
"Coffee, Robusta",2011,2.4075920146666667,12,0.3270802426942875,0.0,0.7916666666666666,0.0,-0.3,0.27499999999999997,0.43333333333333335,La Nina
"Coffee, Robusta",2012,2.2668286252175,12,-0.06024531070350514,0.10833333333333334,0.24166666666666667,0.0,0.4,0.0,0.27499999999999997,Neutral/mixed
"Coffee, Robusta",2013,2.0758544659808336,12,-0.08800891350897377,0.0,0.4166666666666667,0.0,-0.2,0.10833333333333334,0.0,Neutral/mixed
"Coffee, Robusta",2014,2.2164514606666668,12,0.06553461611880385,0.15833333333333333,0.09166666666666667,0.0,0.6,0.0,0.10833333333333334,Neutral/mixed
"Coffee, Robusta",2015,1.9411679099999999,12,-0.13261766847248546,1.2750000000000001,0.0,0.19166666666666665,2.3,0.15833333333333333,0.0,El Nino
"Coffee, Robusta",2016,1.9531279735,12,0.006142368972930412,0.5,0.47500000000000003,0.07500000000000001,2.1,1.2750000000000001,0.15833333333333333,El Nino
